examQID,examQ Score1,examQ Score2,examQ Score3,examQ Score4
4946,56,56,38,51
4947,30,56,53,41
4948,33,49,49,45
4951,39,34,36,40
4952,41,34,41,60
4953,57,60,45,58
4954,52,45,46,37
4955,52,59,60,59
4956,38,45,32,47
4957,42,43,41,37
4958,56,52,39,35
4961,40,56,40,49
4962,49,40,54,34
4963,47,44,54,60
4964,60,46,53,45
4965,34,42,37,44
4966,58,42,59,44
4967,58,54,44,55
4968,32,53,57,44
4971,35,38,30,39
4972,42,32,51,51
4973,46,35,58,30
4974,32,37,47,52
4975,49,55,42,39
4976,51,54,60,30
4977,54,35,48,31
4978,39,34,45,35
4981,58,58,45,46
4982,40,42,42,56
4983,58,35,41,50
4984,34,30,43,54
4985,38,39,39,57
4986,31,55,54,53
4987,60,60,51,56
4988,57,50,55,52
4991,59,52,30,46
4992,45,31,52,44
4993,33,41,42,30
4994,58,46,48,52
4995,58,56,46,52
4996,50,31,32,37
4997,43,30,60,30
4998,37,44,58,37
5001,54,34,60,35
5002,53,45,37,50
5003,30,38,45,33
5004,48,43,51,56
5005,58,40,43,31
5006,60,45,34,51
5007,48,41,60,37
5008,56,54,34,39
5011,46,37,57,32
5012,57,53,50,59
5013,40,54,57,60
5014,51,41,35,43
5015,49,45,51,30
5016,59,53,53,39
5017,40,50,39,54
5018,33,38,42,57
5021,45,35,35,53
5022,38,43,36,54
5023,35,48,38,39
5024,55,31,37,45
5025,46,59,44,55
5026,48,58,41,58
5027,53,30,45,30
5028,33,50,48,49
5031,45,32,42,59
5032,49,31,58,45
5033,46,50,31,31
5034,58,51,45,37
5035,47,44,52,41
5036,33,43,46,40
5037,52,50,31,57
5038,53,59,58,42
5041,53,55,37,42
5042,33,48,39,57
5043,33,35,50,37
5044,48,42,50,49
5045,38,46,42,45
5046,45,35,37,56
5047,38,43,43,56
5048,58,41,41,50
5051,35,45,53,58
5052,57,56,46,54
5053,43,52,34,48
5054,41,47,41,56
5055,55,46,35,30
5056,34,32,31,31
5057,33,34,50,30
5058,37,31,39,45
5061,54,41,45,57
5062,58,33,55,40
5063,44,55,36,41
5064,31,50,42,42
5065,31,32,31,47
5066,54,31,60,37
5067,51,36,49,32
5068,38,57,47,34
5071,45,58,55,40
5072,48,39,33,35
5073,54,39,35,39
5074,46,39,54,38
5075,38,38,51,34
5076,33,59,42,31
5077,36,39,37,57
5078,50,31,34,60
5081,38,43,54,57
5082,37,48,50,48
5083,48,43,36,46
5084,58,37,55,38
5085,38,32,46,32
5086,49,53,56,30
5087,51,50,43,58
5088,34,36,51,34
5091,60,51,49,59
5092,42,48,57,41
5093,48,46,51,59
5094,33,52,35,33
5095,60,49,39,57
5096,55,45,50,60
5097,41,52,51,38
5098,47,34,58,30
5101,56,49,60,59
5102,30,51,39,37
5103,43,53,36,48
5104,54,43,38,60
5105,54,36,37,37
5106,48,39,52,43
5107,37,59,41,37
5108,51,59,42,41
5111,54,33,43,51
5112,54,47,46,49
5113,59,37,58,37
5114,44,45,42,38
5115,60,55,33,31
5116,43,33,32,55
5117,40,37,31,56
5118,45,34,49,32
5121,42,35,43,38
5122,39,45,32,44
5123,60,34,52,42
5124,56,52,56,48
5125,42,60,36,60
5126,36,45,47,48
5127,48,42,36,47
5128,34,60,57,42
5131,37,30,60,39
5132,46,40,55,31
5133,58,54,46,34
5134,48,30,30,43
5135,54,55,43,46
5136,58,48,49,47
5137,52,32,57,59
5138,52,46,40,47
5141,37,51,58,30
5142,41,53,49,50
5143,31,58,38,45
5144,43,60,52,45
5145,55,55,48,60
5146,59,53,56,49
5147,48,34,50,60
5148,56,41,60,58
5151,45,48,36,41
5152,59,41,55,45
5153,34,51,43,45
5154,30,46,58,47
5155,40,48,30,36
5156,56,37,59,54
5157,57,31,51,43
5158,59,51,30,39
5161,60,58,58,50
5162,40,49,55,58
5163,49,56,33,42
5164,47,36,39,50
5165,51,40,41,59
5166,52,44,46,40
5167,59,56,43,31
5168,44,41,47,48
5171,56,51,50,48
5172,45,46,59,33
5173,59,42,41,55
5174,41,58,39,39
5175,32,53,31,38
5176,58,44,40,51
5177,52,49,54,59
5178,37,38,41,48
5181,31,31,32,58
5182,44,55,30,47
5183,41,41,42,51
5184,30,35,38,56
5185,50,43,46,58
5186,49,32,57,45
5187,31,45,60,54
5188,34,59,30,37
5191,35,38,41,31
5192,32,53,55,57
5193,33,49,54,37
5194,47,43,49,32
5195,46,39,60,47
5196,58,38,31,52
5197,37,56,42,60
5198,31,59,40,40
5201,51,41,36,34
5202,36,59,36,36
5203,50,59,48,48
5204,37,45,36,32
5205,55,50,50,38
5206,44,31,45,47
5207,47,44,57,38
5208,48,35,44,57
5211,43,30,45,51
5212,37,35,56,39
5213,43,32,34,30
5214,33,42,41,35
5215,31,30,34,33
5216,33,32,41,51
5217,60,32,32,50
5218,59,30,39,50
5221,46,55,32,58
5222,37,37,51,32
5223,51,55,33,39
5224,42,31,34,31
5225,58,48,38,50
5226,54,35,43,39
5227,39,51,43,37
5228,49,53,36,58
5231,45,35,52,52
5232,46,36,38,31
5233,54,34,31,48
5234,41,45,45,38
5235,54,54,54,32
5236,40,51,44,55
5237,31,45,34,44
5238,34,34,39,49
5241,48,37,45,35
5242,39,38,39,37
5243,37,42,59,41
5244,41,35,57,42
5245,60,42,30,47
5246,55,45,49,43
5247,50,35,54,43
5248,30,49,47,53
5251,43,32,36,43
5252,47,33,31,41
5253,30,38,40,41
5254,41,42,55,44
5255,35,32,33,55
5256,31,59,57,39
5257,32,51,54,47
5258,50,49,52,50
5261,37,55,47,32
5262,55,48,56,36
5263,60,40,32,31
5264,50,55,36,42
5265,44,39,58,44
5266,51,30,34,49
5267,33,55,37,43
5268,34,56,38,43
5271,43,36,45,51
5272,47,41,51,34
5273,46,41,52,41
5274,53,49,60,31
5275,44,44,44,53
5276,51,55,60,33
5277,52,44,52,51
5278,36,40,47,59
5281,31,58,44,36
5282,44,52,57,47
5283,48,40,56,34
5284,45,33,49,35
5285,54,34,52,32
5286,37,38,55,41
5287,52,48,52,45
5288,45,56,57,53
5291,53,34,34,39
5292,43,58,41,60
5293,59,43,34,46
5294,51,57,51,56
5295,44,37,37,38
5296,38,57,53,52
5297,41,46,50,58
5298,42,49,48,48
5301,32,47,33,53
5302,39,55,32,41
5303,59,53,40,33
5304,43,44,34,31
5305,36,46,31,48
5306,50,60,35,49
5307,53,48,36,43
5308,59,54,47,37
5311,39,56,45,56
5312,50,48,35,31
5313,55,51,58,51
5314,32,39,55,55
5315,33,33,47,47
5316,44,56,49,42
5317,59,40,46,53
5318,49,53,58,31
5321,54,49,51,30
5322,50,57,58,52
5323,33,46,53,47
5324,38,50,55,39
5325,37,52,50,46
5326,34,46,33,50
5327,41,59,36,60
5328,51,56,36,41
5331,31,34,33,38
5332,37,47,38,34
5333,52,50,39,58
5334,60,52,50,36
5335,58,59,47,51
5336,42,37,42,53
5337,60,30,56,38
5338,58,60,34,60
5341,30,37,43,47
5342,41,37,35,33
5343,41,48,40,31
5344,56,41,60,59
5345,45,34,56,45
5346,32,30,47,34
5347,40,50,44,43
5348,57,54,30,38
5351,47,52,58,59
5352,55,47,30,39
5353,36,58,56,34
5354,49,40,40,51
5355,60,41,55,52
5356,50,43,50,42
5357,42,30,57,57
5358,35,43,44,31
5361,35,37,54,45
5362,46,32,49,53
5363,51,57,52,48
5364,48,52,32,36
5365,44,37,31,58
5366,52,53,55,31
5367,48,42,54,33
5368,58,56,33,52
5371,48,49,48,59
5372,43,47,43,54
5373,47,50,53,31
5374,50,58,36,45
5375,59,34,34,32
5376,33,31,40,43
5377,48,47,34,57
5378,47,53,55,39
5381,45,42,60,56
5382,31,52,54,34
5383,35,48,31,35
5384,55,59,33,35
5385,56,30,33,37
5386,57,42,54,31
5387,39,42,44,43
5388,53,39,56,39
5391,56,42,46,57
5392,36,43,31,35
5393,51,40,53,55
5394,39,58,35,40
5395,58,45,48,31
5396,38,52,32,31
5397,40,42,55,49
5398,37,35,33,30
5401,40,30,41,41
5402,46,36,42,41
5403,43,39,56,60
5404,56,34,52,30
5405,40,41,46,48
5406,53,52,55,57
5407,39,31,32,49
5408,57,54,46,43
5411,41,49,59,33
5412,37,30,43,30
5413,59,52,36,30
5414,59,60,32,60
5415,33,55,43,54
5416,52,45,60,59
5417,59,48,34,34
5418,53,39,44,59
5421,35,48,34,33
5422,53,55,40,34
5423,30,43,31,32
5424,36,38,56,44
5425,38,30,44,59
5426,32,39,59,34
5427,58,38,37,60
5428,35,33,39,46
5431,45,45,56,30
5432,42,56,39,36
5433,37,38,30,60
5434,59,35,53,58
5435,38,60,45,57
5436,37,43,34,30
5437,38,54,37,43
5438,54,56,38,59
5441,34,54,41,38
5442,54,32,42,41
5443,33,31,53,31
5444,51,60,42,55
5445,31,59,45,48
5446,31,43,53,50
5447,44,41,40,56
5448,35,30,55,36
5451,33,36,36,34
5452,58,54,45,58
5453,43,31,34,54
5454,33,49,50,58
5455,51,50,45,58
5456,52,39,41,32
5457,48,38,47,55
5458,47,39,30,52
5461,56,44,52,30
5462,40,47,55,33
5463,32,39,46,44
5464,37,33,50,42
5465,47,57,30,59
5466,49,35,42,45
5467,43,56,56,57
5468,45,37,37,35
5471,41,43,57,45
5472,50,57,52,56
5473,34,40,46,53
5474,36,52,33,56
5475,47,43,43,40
5476,59,40,54,42
5477,58,49,56,55
5478,37,49,49,52
5481,59,31,45,31
5482,53,36,49,55
5483,34,50,56,49
5484,46,37,57,52
5485,60,56,40,60
5486,57,33,33,57
5487,47,33,51,30
5488,34,49,50,60
5491,52,31,35,32
5492,41,59,31,35
5493,34,39,55,44
5494,45,30,41,35
5495,57,48,56,53
5496,46,52,33,54
5497,37,45,48,60
5498,38,52,60,42
5501,34,36,44,45
5502,32,58,60,56
5503,48,34,34,39
5504,49,59,53,55
5505,60,53,59,54
5506,30,60,37,44
5507,30,43,30,46
5508,32,43,36,40
5511,41,49,42,43
5512,34,60,42,51
5513,48,43,51,47
5514,51,50,51,49
5515,50,53,56,60
5516,38,39,40,47
5517,43,42,59,46
5518,44,36,32,31
5521,54,33,35,59
5522,59,41,59,40
5523,43,38,32,34
5524,49,43,60,46
5525,46,49,56,34
5526,48,45,45,53
5527,53,53,38,59
5528,56,42,40,35
5531,49,56,56,60
5532,41,47,53,44
5533,52,51,60,60
5534,46,38,54,36
5535,58,30,53,60
5536,43,56,31,57
5537,41,36,55,38
5538,60,42,35,33
5541,60,48,60,53
5542,41,35,49,37
5543,59,33,53,42
5544,31,32,35,58
5545,33,45,30,38
5546,41,34,38,59
5547,47,33,39,50
5548,50,60,33,47
5551,40,42,56,56
5552,55,44,50,41
5553,42,49,60,38
5554,41,43,35,38
5555,41,33,47,56
5556,57,33,44,57
5557,51,41,31,60
5558,41,33,40,44
5561,60,43,58,39
5562,50,32,52,34
5563,36,38,46,52
5564,32,44,57,59
5565,43,56,45,50
5566,33,55,39,34
5567,42,47,50,52
5568,35,60,52,32
5571,32,57,60,30
5572,46,42,53,34
5573,56,40,58,51
5574,56,54,56,46
5575,35,36,48,44
5576,57,54,40,31
5577,41,50,54,38
5578,42,55,34,43
5581,57,52,42,37
5582,34,30,42,56
5583,38,60,37,46
5584,33,41,36,41
5585,53,44,54,59
5586,32,34,54,36
5587,57,30,41,43
5588,57,44,35,58
5591,49,43,60,40
5592,59,50,54,32
5593,31,44,41,30
5594,53,37,52,39
5595,39,60,48,37
5596,54,58,58,60
5597,60,60,58,32
5598,46,49,47,36
5601,49,39,45,54
5602,49,35,49,33
5603,37,50,47,45
5604,60,58,55,38
5605,58,53,34,53
5606,57,33,31,31
5607,56,54,43,48
5608,60,51,36,32
5611,60,31,35,33
5612,35,52,57,47
5613,38,31,35,30
5614,42,53,57,50
5615,44,35,46,38
5616,60,39,48,41
5617,59,43,48,48
5618,55,36,38,50
5621,33,32,34,41
5622,58,46,49,57
5623,32,39,40,44
5624,41,32,38,30
5625,35,40,59,56
5626,32,40,37,57
5627,31,45,40,52
5628,60,50,46,38
5631,48,30,38,30
5632,51,53,46,55
5633,46,56,41,33
5634,43,50,46,57
5635,51,50,49,51
5636,31,43,52,37
5637,45,53,51,54
5638,39,59,36,43
5641,56,31,53,54
5642,54,32,47,60
5643,38,44,48,35
5644,32,43,53,58
5645,55,55,42,30
5646,36,35,39,52
5647,44,56,33,32
5648,55,41,51,36
5651,55,36,44,60
5652,50,56,53,57
5653,44,36,33,46
5654,57,44,48,34
5655,42,58,46,58
5656,55,35,33,35
5657,43,45,40,51
5658,51,39,52,51
5661,51,47,57,52
5662,48,36,60,58
5663,46,30,36,34
5664,49,33,55,39
5665,48,42,30,57
5666,35,47,42,38
5667,36,60,43,54
5668,48,46,60,31
5671,51,47,57,50
5672,55,42,52,33
5673,41,40,59,34
5674,30,60,42,53
5675,41,38,31,52
5676,30,43,36,60
5677,52,42,56,49
5678,43,32,55,59
5681,33,49,36,60
5682,56,44,42,48
5683,50,52,48,56
5684,60,42,54,60
5685,55,31,33,35
5686,57,43,58,57
5687,46,60,44,31
5688,54,39,30,33
5691,55,40,34,60
5692,59,52,44,33
5693,49,48,60,54
5694,41,44,52,39
5695,56,54,50,60
5696,37,45,32,47
5697,48,60,33,34
5698,46,47,47,50
5701,46,53,45,46
5702,60,32,41,60
5703,32,49,51,41
5704,49,41,43,58
5705,53,32,33,44
5706,57,43,46,37
5707,60,43,31,49
5708,38,35,38,37
5711,38,44,43,30
5712,59,54,53,57
5713,39,54,31,41
5714,46,52,37,47
5715,43,36,57,35
5716,54,57,33,49
5717,45,42,45,52
5718,39,32,54,40
5721,58,37,38,31
5722,33,51,44,40
5723,41,43,44,47
5724,32,40,54,31
5725,32,33,60,35
5726,48,38,41,48
5727,39,52,52,51
5728,52,39,58,47
5731,35,45,60,46
5732,52,42,35,42
5733,42,35,56,35
5734,34,52,57,48
5735,42,48,33,52
5736,48,57,55,49
5737,36,57,36,46
5738,34,34,58,56
5741,34,60,30,31
5742,52,42,31,53
5743,42,60,58,36
5744,42,34,45,56
5745,51,48,54,57
5746,53,38,54,30
5747,38,59,48,41
5748,47,60,59,53
5751,44,49,35,49
5752,54,41,35,42
5753,60,40,43,38
5754,51,36,45,39
5755,55,32,35,30
5756,57,36,45,54
5757,35,52,58,53
5758,44,38,40,38
5761,33,59,56,41
5762,42,60,46,37
5763,56,34,55,50
5764,39,41,45,43
5765,35,49,38,50
5766,32,51,30,40
5767,38,60,48,51
5768,57,40,41,57
5771,42,31,51,40
5772,36,34,50,57
5773,45,36,50,31
5774,38,53,31,53
5775,56,49,58,53
5776,45,60,35,49
5777,55,50,45,36
5778,58,47,48,41
5781,40,33,38,55
5782,37,56,56,45
5783,50,51,52,49
5784,46,31,33,47
5785,58,45,57,35
5786,58,49,52,47
5787,49,34,57,48
5788,34,31,34,41
5791,48,52,36,44
5792,57,46,51,49
5793,35,48,36,51
5794,40,43,59,34
5795,31,57,41,42
5796,40,45,37,38
5797,43,46,52,54
5798,58,37,48,53
5801,42,56,30,47
5802,49,51,49,48
5803,57,40,37,40
5804,43,57,50,43
5805,35,57,40,34
5806,41,46,43,32
5807,54,54,30,46
5808,39,45,42,55
5811,40,54,40,51
5812,40,56,41,48
5813,58,56,45,34
5814,53,35,37,49
5815,47,49,35,39
5816,31,54,48,37
5817,56,32,38,52
5818,56,38,60,51
5821,42,49,49,60
5822,55,36,55,53
5823,55,36,54,32
5824,49,56,60,60
5825,50,38,41,33
5826,30,45,39,30
5827,42,51,41,54
5828,38,48,47,57
5831,30,49,53,58
5832,44,40,36,47
5833,59,34,34,30
5834,51,32,54,49
5835,45,43,42,47
5836,59,30,46,59
5837,32,32,32,36
5838,59,49,33,31
5841,30,50,39,33
5842,52,35,59,56
5843,55,36,45,37
5844,56,60,42,48
5845,47,31,30,31
5846,44,58,59,48
5847,46,49,58,43
5848,42,58,46,34
5851,56,60,51,34
5852,30,41,44,33
5853,46,39,45,32
5854,58,56,37,57
5855,57,47,45,46
5856,51,42,36,42
5857,58,54,38,38
5858,59,56,58,49
5861,42,31,57,47
5862,43,57,48,30
5863,60,48,47,32
5864,53,51,35,52
5865,60,49,58,54
5866,47,46,56,58
5867,34,33,47,40
5868,45,39,39,37
5871,40,46,47,58
5872,50,46,49,59
5873,34,60,43,52
5874,46,48,48,39
5875,59,57,48,37
5876,41,56,53,49
5877,53,37,40,47
5878,53,41,57,46
5881,37,34,50,35
5882,41,59,57,42
5883,39,51,53,54
5884,58,53,38,34
5885,34,53,32,52
5886,45,51,49,41
5887,56,52,59,37
5888,42,58,35,50
5891,42,60,52,51
5892,34,31,56,45
5893,31,43,39,53
5894,47,40,54,35
5895,55,39,55,51
5896,50,40,42,49
5897,37,47,57,58
5898,35,41,42,31
5901,40,51,31,32
5902,50,45,34,41
5903,41,40,45,57
5904,35,60,52,49
5905,33,30,30,31
5906,51,33,49,44
5907,50,50,57,34
5908,38,49,38,50
5911,39,56,60,46
5912,60,48,53,38
5913,46,41,51,58
5914,46,40,54,54
5915,48,53,42,59
5916,48,51,30,30
5917,35,60,32,33
5918,36,59,42,39
5921,49,48,36,53
5922,39,52,35,50
5923,48,43,41,50
5924,43,46,32,34
5925,58,32,54,32
5926,58,50,39,53
5927,30,40,38,55
5928,47,54,37,41
5931,57,41,44,56
5932,44,54,44,41
5933,60,33,47,60
5934,46,59,55,30
5935,43,37,55,41
5936,48,36,54,40
5937,36,38,31,37
5938,40,52,40,54
5941,47,54,31,59
5942,34,38,55,40
5943,60,55,57,40
5944,60,57,59,47
5945,46,60,47,49
5946,56,46,42,38
5947,42,35,53,58
5948,39,34,52,30
5951,35,53,42,34
5952,46,40,46,36
5953,47,50,50,42
5954,60,57,52,40
5955,36,50,35,47
5956,31,48,37,46
5957,57,54,44,45
5958,45,43,40,36
5961,37,60,49,48
5962,39,33,30,51
5963,51,55,37,35
5964,40,47,35,33
5965,36,37,34,48
5966,37,34,53,34
5967,52,46,48,57
5968,52,31,33,36
5971,57,59,38,50
5972,40,41,46,36
5973,48,60,34,32
5974,36,41,60,48
5975,57,39,52,35
5976,30,47,56,56
5977,40,45,55,54
5978,52,31,44,30
5981,56,57,36,31
5982,57,42,40,41
5983,58,55,33,38
5984,56,59,50,34
5985,35,33,37,50
5986,30,53,57,56
5987,44,31,41,40
5988,48,46,43,39
5991,43,43,33,43
5992,54,32,34,31
5993,56,49,41,47
5994,39,30,35,57
5995,47,51,48,41
5996,44,59,57,55
5997,31,34,32,34
5998,44,47,54,48
6001,52,45,57,39
6002,54,45,32,32
6003,41,40,42,32
6004,52,41,32,48
6005,50,55,48,31
6006,46,53,39,47
6007,33,48,51,39
6008,37,36,46,43
6011,43,45,55,41
6012,43,31,57,55
6013,60,40,57,38
6014,39,46,40,55
6015,58,59,36,42
6016,45,55,50,56
6017,43,41,35,59
6018,32,60,39,39
6021,47,43,41,46
6022,38,40,39,39
6023,41,58,51,33
6024,52,43,47,35
6025,46,59,31,51
6026,51,41,30,51
6027,33,60,44,32
6028,53,33,51,50
6031,41,38,57,56
6032,40,40,49,42
6033,31,60,32,46
6034,44,59,39,56
6035,49,34,56,32
6036,43,40,54,59
6037,51,39,45,59
6038,50,54,55,40
6041,47,58,37,46
6042,47,36,58,34
6043,55,54,57,36
6044,36,57,59,42
6045,58,36,54,39
6046,45,38,45,35
6047,43,35,58,55
6048,34,48,46,43
6051,52,47,43,52
6052,57,43,48,34
6053,42,54,46,36
6054,44,41,49,49
6055,37,40,43,59
6056,56,44,50,34
6057,49,56,49,58
6058,49,55,55,59
6061,38,32,40,40
6062,57,34,55,58
6063,56,53,39,40
6064,34,45,51,36
6065,44,42,41,40
6066,60,33,30,39
6067,43,56,55,46
6068,35,46,52,41
6071,48,59,59,45
6072,60,42,33,36
6073,58,50,39,53
6074,37,49,56,46
6075,48,36,36,38
6076,32,55,37,56
6077,42,48,32,43
6078,43,55,50,35
6081,59,48,60,45
6082,34,57,30,54
6083,34,47,50,55
6084,52,54,53,30
6085,37,51,35,46
6086,50,37,49,40
6087,55,52,41,40
6088,60,54,50,57
6091,46,31,57,42
6092,60,57,48,39
6093,56,59,46,54
6094,48,54,46,60
6095,33,31,52,40
6096,39,37,49,35
6097,55,41,51,33
6098,59,44,35,38
6101,47,46,41,56
6102,57,51,40,45
6103,57,59,40,33
6104,44,60,38,59
6105,34,57,39,36
6106,57,38,45,41
6107,38,40,42,59
6108,60,60,54,45
6111,41,54,50,55
6112,31,43,42,30
6113,58,38,35,32
6114,57,33,58,36
6115,31,34,54,34
6116,45,40,46,32
6117,38,58,54,35
6118,53,47,30,38
6121,40,53,36,43
6122,45,53,35,57
6123,39,60,58,43
6124,40,50,49,32
6125,40,45,45,54
6126,52,51,40,32
6127,30,34,56,55
6128,32,39,51,34
6131,60,39,48,30
6132,34,35,34,41
6133,57,41,34,36
6134,60,43,57,55
6135,33,57,37,45
6136,59,52,45,47
6137,50,31,59,52
6138,35,56,32,47
6141,54,57,42,55
6142,41,49,48,51
6143,44,32,53,40
6144,36,31,60,33
6145,31,32,57,57
6146,47,38,49,44
6147,50,56,38,33
6148,58,54,52,48
6151,35,58,59,46
6152,58,41,35,52
6153,42,41,54,52
6154,57,36,37,49
6155,33,36,33,55
6156,53,30,40,46
6157,32,39,46,38
6158,50,49,52,36
6161,59,44,59,45
6162,49,49,32,38
6163,55,41,43,36
6164,31,49,40,57
6165,39,40,35,36
6166,31,39,31,60
6167,35,43,46,39
6168,45,59,47,56
6171,59,47,40,55
6172,52,39,35,55
6173,50,57,40,58
6174,40,56,32,45
6175,35,60,36,49
6176,43,49,33,49
6177,41,51,40,55
6178,43,44,42,53
6181,47,54,36,35
6182,54,54,44,58
6183,46,30,43,38
6184,47,52,51,41
6185,53,54,60,33
6186,33,47,30,45
6187,55,35,33,47
6188,42,56,38,48
6191,33,42,36,50
6192,49,46,42,54
6193,38,45,60,52
6194,36,40,44,46
6195,44,41,40,39
6196,53,37,58,34
6197,42,30,34,60
6198,56,49,48,51
6201,44,52,30,37
6202,47,55,54,42
6203,43,43,56,32
6204,34,42,52,49
6205,52,41,52,47
6206,58,59,60,32
6207,36,52,40,59
6208,32,37,44,43
6211,45,51,33,43
6212,30,57,53,40
6213,32,42,49,31
6214,46,36,40,38
6215,51,60,42,40
6216,56,48,47,52
6217,58,44,55,41
6218,45,30,35,45
6221,43,47,59,41
6222,43,46,52,52
6223,54,41,44,43
6224,41,31,56,48
6225,55,48,31,56
6226,58,52,38,48
6227,50,39,45,35
6228,51,51,48,48
6231,56,53,44,46
6232,45,60,40,49
6233,50,56,48,43
6234,31,35,44,53
6235,30,32,49,31
6236,37,32,58,45
6237,36,56,41,50
6238,49,43,53,56
6241,38,56,38,30
6242,45,31,53,36
6243,45,60,57,51
6244,47,49,32,34
6245,39,53,54,35
6246,58,34,35,58
6247,43,39,42,43
6248,54,53,30,47
6251,51,32,40,45
6252,56,35,55,41
6253,46,58,57,40
6254,41,38,44,59
6255,48,43,52,33
6256,59,35,41,46
6257,31,59,47,58
6258,41,43,55,38
6261,34,54,53,54
6262,44,52,40,32
6263,44,54,55,34
6264,58,50,45,53
6265,37,49,37,46
6266,42,43,31,50
6267,48,40,54,58
6268,31,53,40,52
6271,30,41,59,47
6272,55,32,31,36
6273,58,60,58,44
6274,33,57,35,54
6275,53,42,38,41
6276,35,58,37,53
6277,56,59,49,41
6278,37,47,59,46
6281,41,39,31,48
6282,31,59,35,44
6283,60,53,55,36
6284,39,35,43,42
6285,56,38,53,49
6286,34,55,42,45
6287,38,58,41,50
6288,48,32,52,36
6291,35,57,59,55
6292,57,42,42,34
6293,47,40,44,45
6294,54,51,40,41
6295,32,45,45,44
6296,31,43,32,45
6297,55,42,46,53
6298,58,35,32,56
6301,48,50,53,52
6302,51,40,55,39
6303,40,41,55,55
6304,38,57,36,53
6305,54,48,36,46
6306,59,48,46,39
6307,40,53,57,32
6308,37,44,45,58
6311,57,42,54,54
6312,49,33,48,33
6313,44,46,37,32
6314,53,34,44,31
6315,33,54,35,53
6316,30,43,35,36
6317,39,58,49,40
6318,38,38,33,57
6321,52,52,33,59
6322,32,50,37,47
6323,34,37,44,58
6324,59,51,50,47
6325,53,50,45,48
6326,36,56,59,59
6327,54,60,58,50
6328,30,45,48,59
6331,34,46,39,54
6332,44,30,31,60
6333,41,53,55,57
6334,37,32,31,39
6335,50,31,33,35
6336,32,43,56,50
6337,44,56,46,52
6338,30,45,33,40
6341,35,57,51,44
6342,57,60,50,34
6343,36,60,36,32
6344,45,57,40,41
6345,43,49,40,30
6346,39,57,50,56
6347,44,41,46,50
6348,48,59,39,50
6351,58,41,35,50
6352,50,36,31,30
6353,51,37,33,42
6354,59,49,42,57
6355,32,50,31,45
6356,58,43,49,34
6357,57,36,35,52
6358,43,54,56,42
6361,42,35,45,47
6362,45,60,37,47
6363,53,36,43,35
6364,56,45,35,51
6365,58,57,36,33
6366,31,44,32,30
6367,53,50,45,52
6368,58,57,32,52
6371,36,56,42,36
6372,38,59,31,51
6373,40,51,47,45
6374,30,44,43,33
6375,30,43,45,34
6376,59,55,36,37
6377,33,41,55,33
6378,55,31,34,57
6381,45,35,60,51
6382,38,50,59,53
6383,48,33,40,38
6384,57,30,58,51
6385,54,37,41,41
6386,54,46,45,53
6387,52,36,40,53
6388,53,54,32,42
6391,41,55,48,46
6392,59,32,58,32
6393,43,60,36,45
6394,30,44,47,58
6395,56,58,46,58
6396,47,33,31,45
6397,39,43,56,53
6398,52,44,52,36
6401,33,53,39,41
6402,31,48,44,40
6403,36,37,39,50
6404,46,46,37,35
6405,49,47,47,34
6406,47,31,57,34
6407,50,57,41,51
6408,33,56,33,32
6411,34,56,47,40
6412,42,48,54,53
6413,53,60,38,54
6414,36,44,55,30
6415,38,45,40,53
6416,35,46,32,34
6417,52,37,37,57
6418,50,30,52,32
6421,35,50,52,51
6422,51,47,44,44
6423,57,40,34,51
6424,55,48,35,51
6425,36,39,55,57
6426,43,48,36,60
6427,60,49,60,30
6428,60,47,55,53
6431,59,32,55,60
6432,45,43,33,56
6433,48,42,52,41
6434,42,49,46,39
6435,32,33,39,32
6436,39,38,42,34
6437,38,54,30,32
6438,56,37,40,35
6441,35,48,34,33
6442,45,37,43,54
6443,56,48,49,47
6444,54,48,31,59
6445,57,37,30,52
6446,37,46,45,47
6447,57,31,38,59
6448,31,36,32,49
6451,40,40,52,52
6452,59,56,52,50
6453,46,40,49,34
6454,53,43,39,31
6455,30,38,59,39
6456,42,33,43,56
6457,38,50,40,32
6458,55,35,38,35
6461,52,44,46,48
6462,37,32,32,39
6463,60,51,45,45
6464,30,52,38,55
6465,59,43,41,54
6466,34,50,44,32
6467,38,39,52,55
6468,42,60,38,52
6471,51,37,35,35
6472,42,37,57,60
6473,40,51,48,55
6474,35,53,37,37
6475,44,41,31,53
6476,59,49,50,39
6477,30,58,52,45
6478,42,41,57,60
6481,53,38,49,30
6482,35,54,33,55
6483,52,39,32,37
6484,56,49,46,42
6485,36,56,60,59
6486,60,53,57,53
6487,33,38,45,32
6488,44,59,47,55
6491,49,33,56,47
6492,49,48,58,60
6493,36,57,43,31
6494,46,56,40,56
6495,37,31,42,30
6496,38,42,54,33
6497,30,47,54,56
6498,45,45,52,42
6501,59,44,30,31
6502,52,35,37,59
6503,50,44,56,41
6504,46,46,47,32
6505,52,38,58,42
6506,58,51,50,56
6507,43,57,53,39
6508,55,31,54,46
6511,39,40,37,48
6512,43,55,41,53
6513,32,54,47,54
6514,46,41,55,44
6515,34,58,43,44
6516,34,44,46,60
6517,38,53,35,57
6518,58,55,32,54
6521,48,45,47,59
6522,55,59,40,55
6523,45,36,52,39
6524,55,32,52,50
6525,46,50,53,51
6526,35,31,57,34
6527,33,43,47,56
6528,39,47,59,46
6531,50,43,32,30
6532,43,43,33,31
