remedialID,previousQscore,remedialScore,examName
5338,6,40, 3rd Quarter Exam 
5339,0,40, 4th Quarter Exam 
5340,29,30, 1st Quarter Exam 
5341,14,36, 3rd Quarter Exam 
5342,10,55, 1st Quarter Exam 
5343,11,42, 4th Quarter Exam 
5344,12,36, 3rd Quarter Exam 
5345,15,38, 1st Quarter Exam 
5346,14,39, 4th Quarter Exam 
5347,7,31, 1st Quarter Exam 
5348,2,50, 4th Quarter Exam 
5349,1,44, 4th Quarter Exam 
5350,13,50, 1st Quarter Exam 
5351,15,55, 4th Quarter Exam 
5352,15,39, 2nd Quarter Exam 
5353,3,58, 3rd Quarter Exam 
5354,17,51, 4th Quarter Exam 
5355,29,59, 4th Quarter Exam 
5356,15,60, 1st Quarter Exam 
5357,24,42, 3rd Quarter Exam 
5358,7,58, 1st Quarter Exam 
5359,18,60, 1st Quarter Exam 
5360,21,56, 2nd Quarter Exam 
5361,16,47, 3rd Quarter Exam 
5362,9,57, 2nd Quarter Exam 
5363,27,36, 1st Quarter Exam 
5364,0,45, 4th Quarter Exam 
5365,11,38, 2nd Quarter Exam 
5366,11,48, 4th Quarter Exam 
5367,6,40, 2nd Quarter Exam 
5368,9,58, 2nd Quarter Exam 
5369,9,38, 4th Quarter Exam 
5370,16,45, 2nd Quarter Exam 
5371,4,40, 2nd Quarter Exam 
5372,12,40, 3rd Quarter Exam 
5373,13,38, 1st Quarter Exam 
5374,10,52, 1st Quarter Exam 
5375,20,48, 1st Quarter Exam 
5376,15,35, 1st Quarter Exam 
5377,23,34, 1st Quarter Exam 
5378,27,30, 2nd Quarter Exam 
5379,4,58, 3rd Quarter Exam 
5380,18,32, 3rd Quarter Exam 
5381,21,49, 3rd Quarter Exam 
5382,28,56, 2nd Quarter Exam 
5383,26,37, 4th Quarter Exam 
5384,14,39, 3rd Quarter Exam 
5385,14,44, 2nd Quarter Exam 
5386,6,47, 1st Quarter Exam 
5387,5,32, 2nd Quarter Exam 
5388,7,47, 4th Quarter Exam 
5389,0,36, 3rd Quarter Exam 
5390,29,55, 4th Quarter Exam 
5391,4,39, 2nd Quarter Exam 
5392,3,48, 1st Quarter Exam 
5393,19,43, 1st Quarter Exam 
5394,20,38, 3rd Quarter Exam 
5395,13,43, 3rd Quarter Exam 
5396,8,48, 4th Quarter Exam 
5397,19,42, 3rd Quarter Exam 
5398,6,60, 4th Quarter Exam 
5399,19,43, 1st Quarter Exam 
5400,28,55, 4th Quarter Exam 
5401,5,57, 1st Quarter Exam 
5402,12,40, 2nd Quarter Exam 
5403,20,38, 4th Quarter Exam 
5404,19,35, 4th Quarter Exam 
5405,5,30, 4th Quarter Exam 
5406,9,42, 3rd Quarter Exam 
5407,26,44, 3rd Quarter Exam 
5408,28,57, 1st Quarter Exam 
5409,5,46, 1st Quarter Exam 
5410,27,43, 2nd Quarter Exam 
5411,17,48, 1st Quarter Exam 
5412,28,30, 4th Quarter Exam 
5413,21,53, 2nd Quarter Exam 
5414,25,38, 1st Quarter Exam 
5415,27,45, 3rd Quarter Exam 
5416,25,56, 2nd Quarter Exam 
5417,8,52, 1st Quarter Exam 
5418,27,31, 1st Quarter Exam 
5419,8,36, 4th Quarter Exam 
5420,15,45, 2nd Quarter Exam 
5421,17,51, 3rd Quarter Exam 
5422,10,57, 1st Quarter Exam 
5423,13,57, 4th Quarter Exam 
5424,20,31, 2nd Quarter Exam 
5425,19,41, 3rd Quarter Exam 
5426,2,60, 2nd Quarter Exam 
5427,7,56, 1st Quarter Exam 
5428,11,36, 2nd Quarter Exam 
5429,21,45, 4th Quarter Exam 
5430,9,35, 2nd Quarter Exam 
5431,2,31, 1st Quarter Exam 
5432,20,42, 4th Quarter Exam 
5433,19,40, 3rd Quarter Exam 
5434,7,41, 1st Quarter Exam 
5435,22,30, 2nd Quarter Exam 
5436,17,50, 2nd Quarter Exam 
5437,24,51, 2nd Quarter Exam 
5438,3,59, 3rd Quarter Exam 
5439,11,43, 1st Quarter Exam 
5440,0,47, 4th Quarter Exam 
5441,14,59, 2nd Quarter Exam 
5442,17,58, 4th Quarter Exam 
5443,13,31, 3rd Quarter Exam 
5444,13,51, 3rd Quarter Exam 
5445,11,60, 2nd Quarter Exam 
5446,19,30, 3rd Quarter Exam 
5447,28,35, 3rd Quarter Exam 
5448,28,57, 3rd Quarter Exam 
5449,13,58, 1st Quarter Exam 
5450,17,58, 2nd Quarter Exam 
5451,23,43, 2nd Quarter Exam 
5452,24,42, 1st Quarter Exam 
5453,8,55, 4th Quarter Exam 
5454,13,58, 4th Quarter Exam 
5455,0,30, 2nd Quarter Exam 
5456,9,60, 2nd Quarter Exam 
5457,28,50, 2nd Quarter Exam 
5458,3,46, 4th Quarter Exam 
5459,7,44, 4th Quarter Exam 
5460,17,43, 3rd Quarter Exam 
5461,29,41, 2nd Quarter Exam 
5462,28,31, 3rd Quarter Exam 
5463,7,45, 1st Quarter Exam 
5464,18,45, 2nd Quarter Exam 
5465,19,35, 4th Quarter Exam 
5466,10,53, 2nd Quarter Exam 
5467,1,31, 4th Quarter Exam 
5468,10,37, 3rd Quarter Exam 
5469,0,46, 1st Quarter Exam 
5470,29,57, 1st Quarter Exam 
5471,17,40, 3rd Quarter Exam 
5472,27,55, 4th Quarter Exam 
5473,24,46, 2nd Quarter Exam 
5474,23,37, 1st Quarter Exam 
5475,2,35, 2nd Quarter Exam 
5476,24,43, 1st Quarter Exam 
5477,10,44, 1st Quarter Exam 
5478,10,40, 3rd Quarter Exam 
5479,25,55, 3rd Quarter Exam 
5480,15,42, 2nd Quarter Exam 
5481,6,34, 1st Quarter Exam 
5482,5,48, 2nd Quarter Exam 
5483,24,45, 1st Quarter Exam 
5484,29,44, 4th Quarter Exam 
5485,25,59, 1st Quarter Exam 
5486,2,54, 1st Quarter Exam 
5487,18,35, 4th Quarter Exam 
5488,8,55, 4th Quarter Exam 
5489,9,31, 4th Quarter Exam 
5490,13,52, 3rd Quarter Exam 
5491,26,34, 2nd Quarter Exam 
5492,28,52, 1st Quarter Exam 
5493,8,55, 4th Quarter Exam 
5494,15,43, 2nd Quarter Exam 
5495,7,42, 1st Quarter Exam 
5496,23,44, 3rd Quarter Exam 
5497,26,44, 2nd Quarter Exam 
5498,16,54, 1st Quarter Exam 
5499,12,46, 3rd Quarter Exam 
5500,14,40, 2nd Quarter Exam 
5501,15,32, 4th Quarter Exam 
5502,25,59, 1st Quarter Exam 
5503,10,50, 1st Quarter Exam 
5504,20,31, 3rd Quarter Exam 
5505,19,33, 3rd Quarter Exam 
5506,23,55, 4th Quarter Exam 
5507,27,47, 1st Quarter Exam 
5508,22,42, 4th Quarter Exam 
5509,24,57, 1st Quarter Exam 
5510,25,56, 1st Quarter Exam 
5511,26,52, 4th Quarter Exam 
5512,17,33, 4th Quarter Exam 
5513,11,31, 1st Quarter Exam 
5514,12,60, 1st Quarter Exam 
5515,5,53, 4th Quarter Exam 
5516,10,30, 4th Quarter Exam 
5517,6,44, 2nd Quarter Exam 
5518,29,54, 1st Quarter Exam 
5519,21,56, 2nd Quarter Exam 
5520,28,55, 4th Quarter Exam 
5521,1,48, 4th Quarter Exam 
5522,2,31, 1st Quarter Exam 
5523,16,41, 1st Quarter Exam 
5524,8,42, 2nd Quarter Exam 
5525,25,55, 2nd Quarter Exam 
5526,22,36, 3rd Quarter Exam 
5527,27,43, 2nd Quarter Exam 
5528,23,50, 1st Quarter Exam 
5529,17,52, 4th Quarter Exam 
5530,10,34, 2nd Quarter Exam 
5531,7,31, 2nd Quarter Exam 
5532,28,48, 4th Quarter Exam 
5533,0,31, 3rd Quarter Exam 
5534,3,56, 4th Quarter Exam 
5535,13,55, 4th Quarter Exam 
5536,17,31, 1st Quarter Exam 
5537,22,48, 1st Quarter Exam 
5538,15,44, 1st Quarter Exam 
5539,21,32, 4th Quarter Exam 
5540,21,53, 2nd Quarter Exam 
5541,15,50, 2nd Quarter Exam 
5542,17,35, 1st Quarter Exam 
5543,19,41, 4th Quarter Exam 
5544,26,42, 3rd Quarter Exam 
5545,6,50, 1st Quarter Exam 
5546,16,42, 1st Quarter Exam 
5547,23,54, 3rd Quarter Exam 
5548,2,50, 2nd Quarter Exam 
5549,12,53, 3rd Quarter Exam 
5550,27,32, 3rd Quarter Exam 
5551,29,41, 1st Quarter Exam 
5552,25,35, 2nd Quarter Exam 
5553,1,39, 3rd Quarter Exam 
5554,3,43, 1st Quarter Exam 
5555,17,36, 4th Quarter Exam 
5556,9,32, 1st Quarter Exam 
5557,25,50, 4th Quarter Exam 
5558,17,51, 2nd Quarter Exam 
5559,9,36, 3rd Quarter Exam 
5560,11,47, 2nd Quarter Exam 
5561,23,30, 3rd Quarter Exam 
5562,8,38, 2nd Quarter Exam 
5563,19,44, 2nd Quarter Exam 
5564,21,46, 4th Quarter Exam 
5565,23,53, 2nd Quarter Exam 
5566,25,55, 1st Quarter Exam 
5567,17,41, 3rd Quarter Exam 
5568,1,30, 4th Quarter Exam 
5569,15,38, 2nd Quarter Exam 
5570,23,30, 4th Quarter Exam 
5571,15,43, 3rd Quarter Exam 
5572,27,53, 3rd Quarter Exam 
5573,19,48, 2nd Quarter Exam 
5574,1,49, 3rd Quarter Exam 
5575,10,54, 1st Quarter Exam 
5576,15,44, 1st Quarter Exam 
5577,25,45, 2nd Quarter Exam 
5578,0,44, 4th Quarter Exam 
5579,26,32, 2nd Quarter Exam 
5580,6,54, 3rd Quarter Exam 
5581,15,50, 1st Quarter Exam 
5582,10,45, 3rd Quarter Exam 
5583,20,32, 4th Quarter Exam 
5584,12,43, 3rd Quarter Exam 
5585,12,38, 2nd Quarter Exam 
5586,17,34, 4th Quarter Exam 
5587,29,49, 4th Quarter Exam 
5588,6,44, 3rd Quarter Exam 
5589,1,30, 3rd Quarter Exam 
5590,9,45, 4th Quarter Exam 
5591,10,53, 4th Quarter Exam 
5592,13,51, 1st Quarter Exam 
5593,6,47, 2nd Quarter Exam 
5594,29,38, 4th Quarter Exam 
5595,11,49, 1st Quarter Exam 
5596,10,47, 2nd Quarter Exam 
5597,5,49, 2nd Quarter Exam 
5598,25,32, 4th Quarter Exam 
5599,9,41, 2nd Quarter Exam 
5600,23,45, 2nd Quarter Exam 
5601,7,47, 4th Quarter Exam 
5602,26,60, 1st Quarter Exam 
5603,11,43, 3rd Quarter Exam 
5604,26,50, 1st Quarter Exam 
5605,23,55, 3rd Quarter Exam 
5606,27,52, 4th Quarter Exam 
5607,23,44, 2nd Quarter Exam 
5608,17,42, 2nd Quarter Exam 
5609,23,32, 2nd Quarter Exam 
5610,17,41, 1st Quarter Exam 
5611,9,55, 2nd Quarter Exam 
5612,14,56, 2nd Quarter Exam 
5613,6,40, 2nd Quarter Exam 
5614,21,42, 1st Quarter Exam 
5615,3,32, 3rd Quarter Exam 
5616,1,35, 2nd Quarter Exam 
5617,14,35, 2nd Quarter Exam 
5618,27,38, 1st Quarter Exam 
5619,1,41, 4th Quarter Exam 
5620,2,57, 2nd Quarter Exam 
5621,24,32, 2nd Quarter Exam 
5622,15,50, 4th Quarter Exam 
5623,19,54, 1st Quarter Exam 
5624,25,39, 3rd Quarter Exam 
5625,29,41, 4th Quarter Exam 
5626,25,34, 4th Quarter Exam 
5627,11,49, 1st Quarter Exam 
5628,29,44, 2nd Quarter Exam 
5629,29,60, 2nd Quarter Exam 
5630,11,37, 2nd Quarter Exam 
5631,22,50, 1st Quarter Exam 
5632,26,33, 2nd Quarter Exam 
5633,8,37, 2nd Quarter Exam 
5634,23,30, 1st Quarter Exam 
5635,29,50, 3rd Quarter Exam 
5636,17,46, 2nd Quarter Exam 
5637,21,60, 4th Quarter Exam 
5638,6,32, 3rd Quarter Exam 
5639,1,53, 4th Quarter Exam 
5640,0,41, 4th Quarter Exam 
5641,9,50, 3rd Quarter Exam 
5642,12,53, 1st Quarter Exam 
5643,2,52, 2nd Quarter Exam 
5644,19,49, 4th Quarter Exam 
5645,20,32, 4th Quarter Exam 
5646,1,36, 2nd Quarter Exam 
5647,16,46, 3rd Quarter Exam 
5648,19,41, 3rd Quarter Exam 
5649,23,33, 2nd Quarter Exam 
5650,28,54, 3rd Quarter Exam 
5651,28,48, 4th Quarter Exam 
5652,8,51, 4th Quarter Exam 
5653,8,55, 1st Quarter Exam 
5654,11,30, 2nd Quarter Exam 
5655,10,55, 3rd Quarter Exam 
5656,23,33, 2nd Quarter Exam 
5657,1,49, 4th Quarter Exam 
5658,8,53, 3rd Quarter Exam 
5659,19,39, 1st Quarter Exam 
5660,7,55, 4th Quarter Exam 
5661,22,49, 2nd Quarter Exam 
5662,18,59, 1st Quarter Exam 
5663,2,53, 1st Quarter Exam 
5664,17,53, 4th Quarter Exam 
5665,10,59, 4th Quarter Exam 
5666,17,39, 3rd Quarter Exam 
5667,22,30, 3rd Quarter Exam 
5668,19,48, 1st Quarter Exam 
5669,21,58, 1st Quarter Exam 
5670,2,34, 1st Quarter Exam 
5671,3,42, 1st Quarter Exam 
5672,12,45, 1st Quarter Exam 
5673,19,45, 1st Quarter Exam 
5674,4,48, 2nd Quarter Exam 
5675,20,50, 2nd Quarter Exam 
5676,15,53, 3rd Quarter Exam 
5677,27,58, 3rd Quarter Exam 
5678,5,41, 1st Quarter Exam 
5679,23,58, 2nd Quarter Exam 
5680,25,51, 2nd Quarter Exam 
5681,9,59, 3rd Quarter Exam 
5682,1,59, 1st Quarter Exam 
5683,15,42, 4th Quarter Exam 
5684,29,40, 4th Quarter Exam 
5685,8,50, 4th Quarter Exam 
5686,9,38, 3rd Quarter Exam 
5687,19,48, 4th Quarter Exam 
5688,11,44, 4th Quarter Exam 
5689,4,46, 3rd Quarter Exam 
5690,9,60, 3rd Quarter Exam 
5691,20,54, 1st Quarter Exam 
5692,24,31, 1st Quarter Exam 
5693,22,58, 3rd Quarter Exam 
5694,1,55, 3rd Quarter Exam 
5695,12,57, 4th Quarter Exam 
5696,18,36, 1st Quarter Exam 
5697,26,55, 3rd Quarter Exam 
5698,5,39, 3rd Quarter Exam 
5699,8,35, 3rd Quarter Exam 
5700,27,53, 2nd Quarter Exam 
5701,16,56, 3rd Quarter Exam 
5702,10,38, 4th Quarter Exam 
5703,6,33, 3rd Quarter Exam 
5704,21,59, 4th Quarter Exam 
5705,19,36, 2nd Quarter Exam 
5706,27,47, 2nd Quarter Exam 
5707,12,31, 3rd Quarter Exam 
5708,21,49, 1st Quarter Exam 
5709,20,57, 1st Quarter Exam 
5710,4,52, 2nd Quarter Exam 
5711,8,49, 2nd Quarter Exam 
5712,5,59, 4th Quarter Exam 
5713,25,37, 3rd Quarter Exam 
5714,21,56, 4th Quarter Exam 
5715,10,53, 4th Quarter Exam 
5716,2,57, 3rd Quarter Exam 
5717,24,31, 4th Quarter Exam 
5718,12,53, 1st Quarter Exam 
5719,21,46, 2nd Quarter Exam 
5720,0,46, 1st Quarter Exam 
5721,6,54, 3rd Quarter Exam 
5722,3,41, 2nd Quarter Exam 
5723,5,44, 2nd Quarter Exam 
5724,15,54, 4th Quarter Exam 
5725,21,50, 3rd Quarter Exam 
5726,27,44, 4th Quarter Exam 
5727,6,56, 4th Quarter Exam 
5728,20,53, 3rd Quarter Exam 
5729,25,48, 1st Quarter Exam 
5730,26,56, 2nd Quarter Exam 
5731,16,40, 4th Quarter Exam 
5732,20,40, 2nd Quarter Exam 
5733,24,38, 4th Quarter Exam 
5734,9,52, 2nd Quarter Exam 
5735,13,51, 1st Quarter Exam 
5736,22,46, 2nd Quarter Exam 
5737,16,53, 4th Quarter Exam 
5738,2,54, 4th Quarter Exam 
5739,28,50, 3rd Quarter Exam 
5740,16,39, 1st Quarter Exam 
5741,23,41, 4th Quarter Exam 
5742,28,53, 1st Quarter Exam 
5743,16,33, 3rd Quarter Exam 
5744,24,30, 4th Quarter Exam 
5745,27,39, 4th Quarter Exam 
5746,23,35, 2nd Quarter Exam 
5747,6,55, 1st Quarter Exam 
5748,2,32, 3rd Quarter Exam 
5749,25,37, 4th Quarter Exam 
5750,11,40, 2nd Quarter Exam 
5751,10,58, 1st Quarter Exam 
5752,15,59, 3rd Quarter Exam 
5753,5,46, 3rd Quarter Exam 
5754,24,50, 3rd Quarter Exam 
5755,8,39, 3rd Quarter Exam 
5756,6,39, 1st Quarter Exam 
5757,6,54, 4th Quarter Exam 
5758,23,35, 2nd Quarter Exam 
5759,0,52, 1st Quarter Exam 
5760,5,43, 4th Quarter Exam 
5761,13,56, 4th Quarter Exam 
5762,1,52, 3rd Quarter Exam 
5763,1,60, 1st Quarter Exam 
5764,16,42, 4th Quarter Exam 
5765,18,60, 2nd Quarter Exam 
5766,17,47, 2nd Quarter Exam 
5767,1,39, 4th Quarter Exam 
5768,5,50, 1st Quarter Exam 
5769,29,57, 2nd Quarter Exam 
5770,4,39, 4th Quarter Exam 
5771,15,38, 4th Quarter Exam 
5772,9,46, 4th Quarter Exam 
5773,25,41, 3rd Quarter Exam 
5774,12,49, 3rd Quarter Exam 
5775,29,55, 3rd Quarter Exam 
5776,27,49, 2nd Quarter Exam 
5777,3,53, 1st Quarter Exam 
5778,21,58, 1st Quarter Exam 
5779,22,60, 2nd Quarter Exam 
5780,16,55, 2nd Quarter Exam 
5781,18,40, 4th Quarter Exam 
5782,28,46, 1st Quarter Exam 
5783,6,36, 3rd Quarter Exam 
5784,12,56, 4th Quarter Exam 
5785,5,59, 3rd Quarter Exam 
5786,11,35, 3rd Quarter Exam 
5787,24,45, 4th Quarter Exam 
5788,22,57, 1st Quarter Exam 
5789,10,50, 1st Quarter Exam 
5790,1,51, 3rd Quarter Exam 
5791,19,33, 1st Quarter Exam 
5792,0,34, 4th Quarter Exam 
5793,4,46, 3rd Quarter Exam 
5794,13,36, 2nd Quarter Exam 
5795,0,56, 2nd Quarter Exam 
5796,13,59, 4th Quarter Exam 
5797,26,49, 1st Quarter Exam 
5798,23,44, 4th Quarter Exam 
5799,2,53, 3rd Quarter Exam 
5800,28,46, 3rd Quarter Exam 
5801,5,48, 4th Quarter Exam 
5802,8,46, 3rd Quarter Exam 
5803,28,31, 1st Quarter Exam 
5804,1,44, 4th Quarter Exam 
5805,23,56, 3rd Quarter Exam 
5806,24,48, 3rd Quarter Exam 
5807,14,41, 4th Quarter Exam 
5808,13,57, 2nd Quarter Exam 
5809,5,44, 3rd Quarter Exam 
5810,9,31, 4th Quarter Exam 
5811,16,37, 3rd Quarter Exam 
5812,2,56, 3rd Quarter Exam 
5813,11,56, 4th Quarter Exam 
5814,17,55, 3rd Quarter Exam 
5815,8,59, 2nd Quarter Exam 
5816,4,53, 3rd Quarter Exam 
5817,8,49, 3rd Quarter Exam 
5818,28,33, 1st Quarter Exam 
5819,20,36, 1st Quarter Exam 
5820,16,35, 2nd Quarter Exam 
5821,29,56, 3rd Quarter Exam 
5822,11,50, 2nd Quarter Exam 
5823,6,33, 2nd Quarter Exam 
5824,1,33, 1st Quarter Exam 
5825,20,57, 3rd Quarter Exam 
5826,26,31, 3rd Quarter Exam 
5827,7,44, 3rd Quarter Exam 
5828,6,30, 2nd Quarter Exam 
5829,14,49, 3rd Quarter Exam 
5830,9,42, 1st Quarter Exam 
5831,7,52, 1st Quarter Exam 
5832,23,60, 3rd Quarter Exam 
5833,17,59, 3rd Quarter Exam 
5834,8,56, 4th Quarter Exam 
5835,23,47, 3rd Quarter Exam 
5836,17,45, 3rd Quarter Exam 
5837,11,34, 2nd Quarter Exam 
5838,26,39, 1st Quarter Exam 
5839,7,50, 1st Quarter Exam 
5840,21,38, 1st Quarter Exam 
5841,13,39, 4th Quarter Exam 
5842,10,43, 4th Quarter Exam 
5843,20,45, 1st Quarter Exam 
5844,18,34, 3rd Quarter Exam 
5845,16,31, 1st Quarter Exam 
5846,27,50, 2nd Quarter Exam 
5847,16,46, 1st Quarter Exam 
5848,4,55, 4th Quarter Exam 
5849,6,30, 4th Quarter Exam 
5850,9,50, 1st Quarter Exam 
5851,1,40, 3rd Quarter Exam 
5852,15,46, 2nd Quarter Exam 
5853,4,32, 1st Quarter Exam 
5854,0,46, 3rd Quarter Exam 
5855,24,58, 3rd Quarter Exam 
5856,27,58, 1st Quarter Exam 
5857,22,48, 3rd Quarter Exam 
5858,14,31, 3rd Quarter Exam 
5859,7,32, 1st Quarter Exam 
5860,6,40, 2nd Quarter Exam 
5861,19,32, 2nd Quarter Exam 
5862,4,46, 4th Quarter Exam 
5863,3,46, 1st Quarter Exam 
5864,15,43, 1st Quarter Exam 
5865,6,43, 2nd Quarter Exam 
5866,6,30, 3rd Quarter Exam 
5867,16,46, 4th Quarter Exam 
5868,24,37, 4th Quarter Exam 
5869,16,33, 2nd Quarter Exam 
5870,15,58, 1st Quarter Exam 
5871,0,51, 2nd Quarter Exam 
5872,29,47, 2nd Quarter Exam 
5873,11,52, 2nd Quarter Exam 
5874,20,40, 3rd Quarter Exam 
5875,21,48, 3rd Quarter Exam 
5876,12,32, 1st Quarter Exam 
5877,27,56, 2nd Quarter Exam 
5878,18,39, 4th Quarter Exam 
5879,2,35, 4th Quarter Exam 
5880,12,30, 3rd Quarter Exam 
5881,13,54, 1st Quarter Exam 
5882,28,54, 3rd Quarter Exam 
5883,0,34, 4th Quarter Exam 
5884,29,57, 1st Quarter Exam 
5885,19,32, 2nd Quarter Exam 
5886,28,45, 3rd Quarter Exam 
5887,15,52, 1st Quarter Exam 
5888,5,55, 3rd Quarter Exam 
5889,8,42, 3rd Quarter Exam 
5890,19,54, 4th Quarter Exam 
5891,6,30, 3rd Quarter Exam 
5892,26,41, 1st Quarter Exam 
5893,15,42, 1st Quarter Exam 
5894,14,43, 1st Quarter Exam 
5895,1,33, 4th Quarter Exam 
5896,16,30, 2nd Quarter Exam 
5897,9,53, 1st Quarter Exam 
5898,23,60, 4th Quarter Exam 
5899,26,41, 2nd Quarter Exam 
5900,4,33, 3rd Quarter Exam 
5901,5,35, 2nd Quarter Exam 
5902,8,38, 4th Quarter Exam 
5903,19,42, 3rd Quarter Exam 
5904,10,32, 1st Quarter Exam 
5905,21,31, 4th Quarter Exam 
5906,3,44, 4th Quarter Exam 
5907,3,53, 1st Quarter Exam 
5908,1,53, 4th Quarter Exam 
5909,6,30, 3rd Quarter Exam 
5910,9,57, 4th Quarter Exam 
5911,14,35, 4th Quarter Exam 
5912,5,43, 1st Quarter Exam 
5913,10,60, 2nd Quarter Exam 
5914,20,45, 3rd Quarter Exam 
5915,10,32, 2nd Quarter Exam 
5916,8,35, 1st Quarter Exam 
5917,0,42, 1st Quarter Exam 
5918,2,37, 4th Quarter Exam 
5919,29,57, 2nd Quarter Exam 
5920,27,41, 3rd Quarter Exam 
5921,19,45, 3rd Quarter Exam 
5922,8,33, 4th Quarter Exam 
5923,11,59, 1st Quarter Exam 
5924,9,40, 2nd Quarter Exam 
5925,12,50, 4th Quarter Exam 
5926,13,50, 4th Quarter Exam 
5927,28,32, 4th Quarter Exam 
5928,17,59, 1st Quarter Exam 
5929,29,49, 4th Quarter Exam 
5930,10,40, 4th Quarter Exam 
5931,5,49, 1st Quarter Exam 
5932,3,51, 1st Quarter Exam 
5933,28,34, 2nd Quarter Exam 
5934,12,56, 4th Quarter Exam 
5935,23,44, 1st Quarter Exam 
5936,26,30, 2nd Quarter Exam 
5937,24,32, 3rd Quarter Exam 
5938,5,55, 3rd Quarter Exam 
5939,28,60, 3rd Quarter Exam 
5940,27,46, 3rd Quarter Exam 
5941,2,43, 4th Quarter Exam 
5942,27,39, 3rd Quarter Exam 
5943,15,58, 4th Quarter Exam 
5944,20,35, 1st Quarter Exam 
5945,25,43, 3rd Quarter Exam 
5946,19,47, 2nd Quarter Exam 
5947,18,54, 1st Quarter Exam 
5948,27,51, 4th Quarter Exam 
5949,11,55, 3rd Quarter Exam 
5950,2,51, 4th Quarter Exam 
5951,8,32, 4th Quarter Exam 
5952,3,48, 2nd Quarter Exam 
5953,29,41, 3rd Quarter Exam 
5954,12,35, 3rd Quarter Exam 
5955,4,42, 3rd Quarter Exam 
5956,15,38, 1st Quarter Exam 
5957,11,39, 4th Quarter Exam 
5958,21,51, 1st Quarter Exam 
5959,20,55, 4th Quarter Exam 
5960,11,41, 2nd Quarter Exam 
5961,21,36, 4th Quarter Exam 
5962,22,43, 2nd Quarter Exam 
5963,15,34, 3rd Quarter Exam 
5964,24,41, 1st Quarter Exam 
5965,2,52, 3rd Quarter Exam 
5966,12,33, 4th Quarter Exam 
5967,14,57, 3rd Quarter Exam 
5968,27,46, 2nd Quarter Exam 
5969,15,41, 1st Quarter Exam 
5970,23,58, 4th Quarter Exam 
5971,15,41, 1st Quarter Exam 
5972,5,42, 3rd Quarter Exam 
5973,28,55, 2nd Quarter Exam 
5974,2,45, 4th Quarter Exam 
5975,23,39, 4th Quarter Exam 
5976,18,55, 3rd Quarter Exam 
5977,8,54, 1st Quarter Exam 
5978,28,55, 3rd Quarter Exam 
5979,24,51, 3rd Quarter Exam 
5980,1,45, 1st Quarter Exam 
5981,27,51, 2nd Quarter Exam 
5982,4,49, 2nd Quarter Exam 
5983,3,49, 2nd Quarter Exam 
5984,26,40, 2nd Quarter Exam 
5985,14,55, 4th Quarter Exam 
5986,22,31, 3rd Quarter Exam 
5987,5,30, 2nd Quarter Exam 
5988,21,46, 3rd Quarter Exam 
5989,3,38, 3rd Quarter Exam 
5990,9,60, 1st Quarter Exam 
5991,7,47, 4th Quarter Exam 
5992,10,53, 1st Quarter Exam 
5993,25,55, 3rd Quarter Exam 
5994,8,30, 2nd Quarter Exam 
5995,20,48, 2nd Quarter Exam 
5996,24,35, 3rd Quarter Exam 
5997,13,57, 4th Quarter Exam 
5998,17,44, 1st Quarter Exam 
5999,20,55, 1st Quarter Exam 
6000,9,50, 4th Quarter Exam 
6001,14,50, 4th Quarter Exam 
6002,21,46, 4th Quarter Exam 
6003,5,43, 4th Quarter Exam 
6004,0,46, 2nd Quarter Exam 
6005,23,57, 4th Quarter Exam 
6006,17,50, 2nd Quarter Exam 
6007,16,59, 4th Quarter Exam 
6008,13,49, 3rd Quarter Exam 
6009,0,58, 3rd Quarter Exam 
6010,4,51, 2nd Quarter Exam 
6011,6,52, 2nd Quarter Exam 
6012,8,57, 4th Quarter Exam 
6013,16,30, 1st Quarter Exam 
6014,24,52, 3rd Quarter Exam 
6015,2,47, 4th Quarter Exam 
6016,7,41, 1st Quarter Exam 
6017,20,31, 1st Quarter Exam 
6018,7,46, 2nd Quarter Exam 
6019,20,40, 1st Quarter Exam 
6020,25,31, 3rd Quarter Exam 
6021,23,54, 3rd Quarter Exam 
6022,29,30, 3rd Quarter Exam 
6023,3,60, 4th Quarter Exam 
6024,3,45, 3rd Quarter Exam 
6025,16,51, 3rd Quarter Exam 
6026,28,42, 4th Quarter Exam 
6027,28,35, 1st Quarter Exam 
6028,18,49, 3rd Quarter Exam 
6029,18,48, 1st Quarter Exam 
6030,19,53, 1st Quarter Exam 
6031,8,45, 4th Quarter Exam 
6032,25,52, 4th Quarter Exam 
6033,10,32, 3rd Quarter Exam 
6034,28,60, 2nd Quarter Exam 
6035,25,42, 3rd Quarter Exam 
6036,26,53, 3rd Quarter Exam 
6037,11,50, 2nd Quarter Exam 
6038,9,52, 4th Quarter Exam 
6039,23,45, 4th Quarter Exam 
6040,19,51, 2nd Quarter Exam 
6041,19,59, 1st Quarter Exam 
6042,7,56, 4th Quarter Exam 
6043,13,52, 1st Quarter Exam 
6044,10,60, 1st Quarter Exam 
6045,19,50, 4th Quarter Exam 
6046,5,38, 2nd Quarter Exam 
6047,17,34, 3rd Quarter Exam 
6048,5,47, 3rd Quarter Exam 
6049,2,30, 2nd Quarter Exam 
6050,25,34, 3rd Quarter Exam 
6051,28,34, 4th Quarter Exam 
6052,6,43, 1st Quarter Exam 
6053,1,40, 4th Quarter Exam 
6054,14,45, 4th Quarter Exam 
