studentExamsID,shortExamsIndex,shortExamsID,firstQuarterScores,secondQuarterScores,thirdQuarterScores,fourthQuarterScores
7405,29618,9265,19,12,16,3
7405,29619,9265,2,2,18,14
7405,29620,9265,11,11,9,4
7406,29621,9266,18,9,18,19
7406,29622,9266,16,4,11,0
7406,29623,9266,2,0,7,20
7406,29624,9266,5,5,11,18
7407,29625,9267,1,20,12,17
7407,29626,9267,18,8,18,20
7407,29627,9267,16,9,1,18
7407,29628,9267,16,4,9,18
7408,29629,9268,4,0,3,0
7408,29630,9268,16,1,11,14
7408,29631,9268,12,2,12,5
7408,29632,9268,5,13,9,18
7409,29633,9271,15,2,3,18
7409,29634,9271,12,0,20,2
7409,29635,9271,14,12,20,10
7409,29636,9271,5,15,19,8
7410,29637,9272,12,7,0,0
7410,29638,9272,17,11,2,8
7410,29639,9272,16,6,18,10
7410,29640,9272,11,7,8,17
7411,29641,9273,3,15,13,13
7411,29642,9273,16,8,11,4
7411,29643,9273,7,8,10,11
7411,29644,9273,5,17,1,7
7412,29645,9274,9,13,9,0
7412,29646,9274,4,13,9,10
7412,29647,9274,12,2,18,6
7412,29648,9274,8,3,7,0
7413,29649,9275,19,9,5,3
7413,29650,9275,6,16,15,12
7413,29651,9275,13,18,6,8
7413,29652,9275,10,7,19,3
7414,29653,9276,3,11,8,6
7414,29654,9276,20,8,16,17
7414,29655,9276,20,15,3,3
7414,29656,9276,6,16,9,9
7415,29657,9277,12,4,16,20
7415,29658,9277,16,17,12,0
7415,29659,9277,9,14,13,9
7415,29660,9277,3,5,14,19
7416,29661,9278,14,0,3,18
7416,29662,9278,11,17,10,19
7416,29663,9278,20,16,1,4
7416,29664,9278,1,16,12,11
7417,29665,9281,2,18,14,13
7417,29666,9281,17,15,20,7
7417,29667,9281,16,19,7,10
7417,29668,9281,14,3,8,19
7418,29669,9282,11,3,16,1
7418,29670,9282,15,3,19,4
7418,29671,9282,0,17,14,17
7418,29672,9282,18,7,10,18
7419,29673,9283,4,2,19,4
7419,29674,9283,1,11,15,5
7419,29675,9283,13,7,8,14
7419,29676,9283,16,7,14,6
7420,29677,9284,8,3,20,10
7420,29678,9284,2,0,0,20
7420,29679,9284,5,15,6,6
7420,29680,9284,1,16,12,19
7421,29681,9285,12,18,9,17
7421,29682,9285,13,17,1,3
7421,29683,9285,10,14,17,18
7421,29684,9285,5,3,5,0
7422,29685,9286,19,17,15,17
7422,29686,9286,13,20,6,11
7422,29687,9286,18,9,12,11
7422,29688,9286,4,18,0,4
7423,29689,9287,14,16,13,12
7423,29690,9287,5,13,11,8
7423,29691,9287,2,1,4,3
7423,29692,9287,4,13,16,2
7424,29693,9288,3,4,18,17
7424,29694,9288,18,10,0,7
7424,29695,9288,16,11,3,8
7424,29696,9288,0,19,3,15
7425,29697,9291,2,3,8,12
7425,29698,9291,4,18,15,7
7425,29699,9291,8,19,11,6
7425,29700,9291,7,11,3,19
7426,29701,9292,11,18,9,19
7426,29702,9292,11,19,7,13
7426,29703,9292,14,1,5,4
7426,29704,9292,19,9,13,11
7427,29705,9293,19,20,17,17
7427,29706,9293,5,19,19,5
7427,29707,9293,11,20,6,3
7427,29708,9293,7,16,5,9
7428,29709,9294,13,12,12,12
7428,29710,9294,1,1,2,16
7428,29711,9294,2,16,10,7
7428,29712,9294,16,9,9,3
7429,29713,9295,18,5,7,16
7429,29714,9295,1,8,8,0
7429,29715,9295,9,15,16,16
7429,29716,9295,12,12,9,16
7430,29717,9296,12,5,16,5
7430,29718,9296,13,7,1,6
7430,29719,9296,19,4,6,16
7430,29720,9296,14,17,16,16
7431,29721,9297,19,6,0,15
7431,29722,9297,5,16,18,13
7431,29723,9297,11,0,16,3
7431,29724,9297,15,15,8,9
7432,29725,9298,2,13,20,7
7432,29726,9298,14,11,15,11
7432,29727,9298,3,10,5,8
7432,29728,9298,18,4,6,10
7433,29729,9301,8,18,17,1
7433,29730,9301,12,13,20,19
7433,29731,9301,4,7,17,3
7433,29732,9301,3,9,14,4
7434,29733,9302,15,0,5,17
7434,29734,9302,16,8,14,6
7434,29735,9302,0,0,7,13
7434,29736,9302,14,9,5,6
7435,29737,9303,3,5,16,17
7435,29738,9303,9,16,7,8
7435,29739,9303,18,8,11,7
7435,29740,9303,9,12,14,8
7436,29741,9304,20,10,3,19
7436,29742,9304,13,4,1,1
7436,29743,9304,9,8,9,9
7436,29744,9304,4,0,2,10
7437,29745,9305,6,12,12,19
7437,29746,9305,7,19,4,8
7437,29747,9305,14,17,18,3
7437,29748,9305,2,2,19,18
7438,29749,9306,15,9,14,2
7438,29750,9306,17,17,8,8
7438,29751,9306,13,1,20,6
7438,29752,9306,0,15,14,20
7439,29753,9307,14,16,0,20
7439,29754,9307,4,7,18,0
7439,29755,9307,12,8,8,11
7439,29756,9307,15,17,7,15
7440,29757,9308,0,11,16,11
7440,29758,9308,18,1,10,14
7440,29759,9308,19,20,4,14
7440,29760,9308,0,8,3,3
7441,29761,9311,6,14,2,14
7441,29762,9311,11,19,17,0
7441,29763,9311,2,20,10,17
7441,29764,9311,11,0,1,4
7442,29765,9312,5,11,13,5
7442,29766,9312,7,2,3,8
7442,29767,9312,16,3,4,15
7442,29768,9312,20,11,3,10
7443,29769,9313,8,6,7,18
7443,29770,9313,13,13,12,14
7443,29771,9313,7,16,17,18
7443,29772,9313,16,13,6,6
7444,29773,9314,1,4,9,0
7444,29774,9314,13,7,0,1
7444,29775,9314,11,8,12,5
7444,29776,9314,16,20,4,6
7445,29777,9315,20,1,4,16
7445,29778,9315,19,6,18,6
7445,29779,9315,4,0,15,11
7445,29780,9315,12,12,10,19
7446,29781,9316,8,5,7,19
7446,29782,9316,4,17,18,15
7446,29783,9316,14,12,19,5
7446,29784,9316,1,4,5,16
7447,29785,9317,11,9,18,15
7447,29786,9317,9,0,12,9
7447,29787,9317,19,11,6,5
7447,29788,9317,13,8,1,0
7448,29789,9318,0,4,10,13
7448,29790,9318,11,5,6,20
7448,29791,9318,16,12,3,1
7448,29792,9318,17,17,0,3
7449,29793,9321,10,18,16,10
7449,29794,9321,13,19,0,3
7449,29795,9321,3,5,20,11
7449,29796,9321,6,4,0,13
7450,29797,9322,10,8,12,6
7450,29798,9322,3,6,0,3
7450,29799,9322,4,7,17,9
7450,29800,9322,1,6,8,4
7451,29801,9323,7,14,6,6
7451,29802,9323,14,2,12,11
7451,29803,9323,19,2,2,15
7451,29804,9323,20,15,18,5
7452,29805,9324,10,7,7,16
7452,29806,9324,13,5,5,8
7452,29807,9324,14,9,17,1
7452,29808,9324,11,11,8,12
7453,29809,9325,8,16,3,15
7453,29810,9325,11,7,5,12
7453,29811,9325,0,7,7,7
7453,29812,9325,8,18,17,17
7454,29813,9326,1,1,11,2
7454,29814,9326,10,0,6,17
7454,29815,9326,16,17,18,15
7454,29816,9326,16,2,4,0
7455,29817,9327,18,12,9,17
7455,29818,9327,16,18,3,9
7455,29819,9327,17,19,6,18
7455,29820,9327,2,15,12,20
7456,29821,9328,18,18,3,1
7456,29822,9328,2,4,0,1
7456,29823,9328,9,6,9,13
7456,29824,9328,6,5,0,19
7457,29825,9331,17,12,6,2
7457,29826,9331,14,8,7,14
7457,29827,9331,5,14,19,5
7457,29828,9331,7,8,1,4
7458,29829,9332,7,2,8,10
7458,29830,9332,8,20,19,3
7458,29831,9332,4,6,20,18
7458,29832,9332,13,19,16,11
7459,29833,9333,5,7,11,0
7459,29834,9333,9,18,19,20
7459,29835,9333,11,6,2,11
7459,29836,9333,15,4,3,12
7460,29837,9334,1,8,20,20
7460,29838,9334,4,6,1,6
7460,29839,9334,19,7,17,16
7460,29840,9334,3,12,3,4
7461,29841,9335,20,12,13,7
7461,29842,9335,15,15,20,16
7461,29843,9335,7,15,15,18
7461,29844,9335,19,17,2,12
7462,29845,9336,4,10,16,18
7462,29846,9336,6,9,8,12
7462,29847,9336,2,18,8,0
7462,29848,9336,18,20,6,14
7463,29849,9337,10,17,17,9
7463,29850,9337,8,10,10,19
7463,29851,9337,12,0,13,10
7463,29852,9337,4,12,15,8
7464,29853,9338,7,4,20,0
7464,29854,9338,19,0,18,10
7464,29855,9338,7,12,13,7
7464,29856,9338,3,4,14,10
7465,29857,9341,8,13,19,18
7465,29858,9341,14,14,3,0
7465,29859,9341,1,20,6,14
7465,29860,9341,3,19,3,13
7466,29861,9342,12,2,9,6
7466,29862,9342,5,5,0,12
7466,29863,9342,3,3,18,20
7466,29864,9342,4,17,20,17
7467,29865,9343,17,18,4,10
7467,29866,9343,17,19,4,4
7467,29867,9343,11,15,16,19
7467,29868,9343,3,2,19,8
7468,29869,9344,9,2,19,15
7468,29870,9344,19,18,7,5
7468,29871,9344,16,5,0,11
7468,29872,9344,9,12,17,11
7469,29873,9345,4,15,14,8
7469,29874,9345,16,15,5,3
7469,29875,9345,4,12,4,16
7469,29876,9345,11,6,0,4
7470,29877,9346,19,0,12,13
7470,29878,9346,4,9,15,14
7470,29879,9346,13,3,20,9
7470,29880,9346,9,19,5,4
7471,29881,9347,11,1,18,8
7471,29882,9347,13,20,5,3
7471,29883,9347,17,10,6,0
7471,29884,9347,14,10,4,7
7472,29885,9348,6,2,17,6
7472,29886,9348,0,13,5,16
7472,29887,9348,13,6,4,11
7472,29888,9348,18,7,13,20
7473,29889,9351,13,3,2,13
7473,29890,9351,15,10,0,10
7473,29891,9351,18,5,8,3
7473,29892,9351,8,3,16,0
7474,29893,9352,12,19,8,12
7474,29894,9352,18,3,20,3
7474,29895,9352,6,6,19,20
7474,29896,9352,0,20,16,11
7475,29897,9353,11,4,10,18
7475,29898,9353,6,8,6,15
7475,29899,9353,18,3,17,13
7475,29900,9353,7,1,11,16
7476,29901,9354,12,14,6,4
7476,29902,9354,12,5,1,13
7476,29903,9354,18,19,13,5
7476,29904,9354,6,2,5,4
7477,29905,9355,5,17,6,8
7477,29906,9355,17,16,7,4
7477,29907,9355,3,12,11,20
7477,29908,9355,5,11,6,17
7478,29909,9356,1,0,2,20
7478,29910,9356,9,7,2,18
7478,29911,9356,8,2,15,6
7478,29912,9356,3,10,12,7
7479,29913,9357,17,19,17,10
7479,29914,9357,19,20,12,6
7479,29915,9357,19,20,9,11
7479,29916,9357,12,2,2,10
7480,29917,9358,4,10,19,8
7480,29918,9358,10,16,5,5
7480,29919,9358,10,3,7,16
7480,29920,9358,8,14,14,13
7481,29921,9361,15,9,8,20
7481,29922,9361,9,19,1,14
7481,29923,9361,20,13,8,14
7481,29924,9361,3,17,16,8
7482,29925,9362,19,2,18,9
7482,29926,9362,14,19,0,19
7482,29927,9362,0,10,10,5
7482,29928,9362,4,19,5,8
7483,29929,9363,5,14,4,5
7483,29930,9363,10,19,3,11
7483,29931,9363,15,7,20,12
7483,29932,9363,6,11,11,9
7484,29933,9364,19,9,13,18
7484,29934,9364,17,10,15,19
7484,29935,9364,12,2,2,4
7484,29936,9364,11,7,2,15
7485,29937,9365,2,4,3,10
7485,29938,9365,16,19,18,19
7485,29939,9365,20,19,20,5
7485,29940,9365,4,0,10,4
7486,29941,9366,15,2,5,19
7486,29942,9366,2,18,5,16
7486,29943,9366,6,6,5,6
7486,29944,9366,2,19,13,3
7487,29945,9367,2,1,16,3
7487,29946,9367,17,11,11,0
7487,29947,9367,2,15,11,13
7487,29948,9367,4,9,11,0
7488,29949,9368,3,16,14,8
7488,29950,9368,13,3,5,15
7488,29951,9368,6,5,11,3
7488,29952,9368,10,11,4,1
7489,29953,9371,10,3,11,20
7489,29954,9371,13,3,16,16
7489,29955,9371,14,4,17,10
7489,29956,9371,15,20,15,4
7490,29957,9372,7,0,14,15
7490,29958,9372,1,14,8,5
7490,29959,9372,3,13,17,17
7490,29960,9372,3,7,4,15
7491,29961,9373,14,18,11,19
7491,29962,9373,5,10,15,9
7491,29963,9373,4,17,16,9
7491,29964,9373,20,7,11,2
7492,29965,9374,2,20,1,13
7492,29966,9374,2,13,14,7
7492,29967,9374,19,20,15,1
7492,29968,9374,12,10,18,9
7493,29969,9375,1,9,4,10
7493,29970,9375,19,9,2,11
7493,29971,9375,1,7,18,16
7493,29972,9375,0,12,4,20
7494,29973,9376,0,3,17,1
7494,29974,9376,4,1,15,0
7494,29975,9376,1,0,1,7
7494,29976,9376,13,14,11,0
7495,29977,9377,12,7,20,20
7495,29978,9377,18,16,13,17
7495,29979,9377,14,0,8,18
7495,29980,9377,7,16,19,11
7496,29981,9378,13,14,6,11
7496,29982,9378,6,15,2,3
7496,29983,9378,18,1,7,13
7496,29984,9378,3,14,15,11
7497,29985,9381,13,4,9,15
7497,29986,9381,5,15,11,7
7497,29987,9381,4,9,0,12
7497,29988,9381,20,16,10,10
7498,29989,9382,13,12,6,12
7498,29990,9382,12,16,16,20
7498,29991,9382,15,7,14,6
7498,29992,9382,18,7,14,8
7499,29993,9383,6,15,0,17
7499,29994,9383,17,10,12,9
7499,29995,9383,13,20,20,10
7499,29996,9383,4,17,1,19
7500,29997,9384,2,17,1,18
7500,29998,9384,14,15,9,3
7500,29999,9384,8,6,3,17
7500,30000,9384,15,8,13,10
7501,30001,9385,9,19,13,11
7501,30002,9385,0,16,12,12
7501,30003,9385,20,1,4,12
7501,30004,9385,9,10,13,14
7502,30005,9386,16,3,5,17
7502,30006,9386,12,12,16,9
7502,30007,9386,18,9,18,3
7502,30008,9386,9,8,13,7
7503,30009,9387,5,16,17,15
7503,30010,9387,7,18,3,5
7503,30011,9387,19,2,13,15
7503,30012,9387,0,20,14,18
7504,30013,9388,16,0,7,5
7504,30014,9388,0,12,9,1
7504,30015,9388,15,13,10,17
7504,30016,9388,11,1,5,11
7505,30017,9391,7,10,5,10
7505,30018,9391,10,4,1,7
7505,30019,9391,13,10,0,6
7505,30020,9391,16,4,11,15
7506,30021,9392,6,7,19,2
7506,30022,9392,17,12,19,14
7506,30023,9392,2,11,1,14
7506,30024,9392,15,20,10,7
7507,30025,9393,20,17,8,0
7507,30026,9393,15,14,20,20
7507,30027,9393,17,11,5,2
7507,30028,9393,7,8,9,18
7508,30029,9394,6,15,5,2
7508,30030,9394,2,0,20,12
7508,30031,9394,14,16,9,10
7508,30032,9394,0,19,2,10
7509,30033,9395,19,15,10,16
7509,30034,9395,7,4,4,20
7509,30035,9395,3,7,1,2
7509,30036,9395,18,4,4,4
7510,30037,9396,1,2,2,0
7510,30038,9396,15,2,12,20
7510,30039,9396,14,8,0,13
7510,30040,9396,13,4,9,11
7511,30041,9397,9,20,12,18
7511,30042,9397,3,6,13,20
7511,30043,9397,10,13,6,15
7511,30044,9397,13,11,18,1
7512,30045,9398,7,5,18,15
7512,30046,9398,1,9,2,15
7512,30047,9398,6,4,7,1
7512,30048,9398,18,9,4,7
7513,30049,9401,9,1,18,15
7513,30050,9401,12,15,19,12
7513,30051,9401,10,6,18,7
7513,30052,9401,0,8,17,18
7514,30053,9402,2,15,8,3
7514,30054,9402,19,2,18,4
7514,30055,9402,17,11,4,12
7514,30056,9402,3,16,6,1
7515,30057,9403,16,10,20,10
7515,30058,9403,17,7,10,16
7515,30059,9403,10,1,12,11
7515,30060,9403,16,6,4,7
7516,30061,9404,18,18,15,18
7516,30062,9404,12,0,16,18
7516,30063,9404,1,4,4,2
7516,30064,9404,18,19,15,12
7517,30065,9405,7,18,8,15
7517,30066,9405,9,3,20,11
7517,30067,9405,13,8,9,10
7517,30068,9405,5,20,12,9
7518,30069,9406,9,10,11,16
7518,30070,9406,5,1,10,10
7518,30071,9406,19,11,4,18
7518,30072,9406,10,18,6,0
7519,30073,9407,8,3,15,12
7519,30074,9407,15,15,15,3
7519,30075,9407,13,18,13,20
7519,30076,9407,10,0,19,3
7520,30077,9408,10,9,17,16
7520,30078,9408,4,5,2,2
7520,30079,9408,7,2,3,14
7520,30080,9408,13,2,7,3
7521,30081,9411,15,9,14,11
7521,30082,9411,8,18,6,0
7521,30083,9411,17,18,18,6
7521,30084,9411,4,11,5,0
7522,30085,9412,18,18,12,20
7522,30086,9412,11,7,18,6
7522,30087,9412,10,4,5,0
7522,30088,9412,17,20,6,18
7523,30089,9413,4,18,10,8
7523,30090,9413,8,2,8,19
7523,30091,9413,12,11,14,11
7523,30092,9413,9,0,15,9
7524,30093,9414,5,4,0,19
7524,30094,9414,6,7,19,5
7524,30095,9414,4,15,18,17
7524,30096,9414,20,5,20,18
7525,30097,9415,8,14,16,4
7525,30098,9415,4,5,15,6
7525,30099,9415,8,20,12,16
7525,30100,9415,17,5,12,16
7526,30101,9416,7,14,9,0
7526,30102,9416,0,2,1,19
7526,30103,9416,15,2,20,16
7526,30104,9416,18,1,2,3
7527,30105,9417,9,13,15,14
7527,30106,9417,0,5,20,0
7527,30107,9417,15,1,9,20
7527,30108,9417,8,19,13,20
7528,30109,9418,14,10,20,17
7528,30110,9418,15,15,14,5
7528,30111,9418,1,9,14,13
7528,30112,9418,11,4,17,0
7529,30113,9421,19,20,20,8
7529,30114,9421,8,16,11,12
7529,30115,9421,11,3,14,3
7529,30116,9421,12,16,16,13
7530,30117,9422,20,2,12,18
7530,30118,9422,4,14,3,13
7530,30119,9422,10,13,9,20
7530,30120,9422,16,15,3,5
7531,30121,9423,7,16,11,13
7531,30122,9423,11,10,18,16
7531,30123,9423,9,10,10,20
7531,30124,9423,12,15,8,18
7532,30125,9424,18,1,12,8
7532,30126,9424,4,14,19,20
7532,30127,9424,0,2,7,1
7532,30128,9424,16,3,3,6
7533,30129,9425,16,15,4,0
7533,30130,9425,3,5,2,15
7533,30131,9425,13,5,18,0
7533,30132,9425,3,6,5,17
7534,30133,9426,18,6,12,18
7534,30134,9426,5,6,18,16
7534,30135,9426,12,16,10,13
7534,30136,9426,15,5,1,0
7535,30137,9427,12,0,4,7
7535,30138,9427,12,1,13,2
7535,30139,9427,8,5,12,4
7535,30140,9427,7,3,2,3
7536,30141,9428,8,6,5,10
7536,30142,9428,18,12,0,18
7536,30143,9428,16,1,18,5
7536,30144,9428,19,18,13,4
7537,30145,9431,17,3,18,18
7537,30146,9431,11,0,16,15
7537,30147,9431,6,6,7,19
7537,30148,9431,9,1,18,1
7538,30149,9432,14,0,5,16
7538,30150,9432,15,17,20,19
7538,30151,9432,9,12,3,1
7538,30152,9432,16,18,14,11
7539,30153,9433,14,15,3,19
7539,30154,9433,5,2,13,4
7539,30155,9433,5,14,15,12
7539,30156,9433,16,8,7,15
7540,30157,9434,19,13,14,17
7540,30158,9434,2,1,6,18
7540,30159,9434,11,10,6,17
7540,30160,9434,4,15,16,16
7541,30161,9435,0,0,18,19
7541,30162,9435,17,11,15,10
7541,30163,9435,10,11,0,2
7541,30164,9435,0,20,7,15
7542,30165,9436,18,4,18,8
7542,30166,9436,9,20,18,15
7542,30167,9436,6,20,14,5
7542,30168,9436,16,19,17,7
7543,30169,9437,0,12,18,13
7543,30170,9437,5,0,7,15
7543,30171,9437,11,11,5,18
7543,30172,9437,2,18,14,8
7544,30173,9438,15,3,7,2
7544,30174,9438,3,3,9,10
7544,30175,9438,4,1,1,18
7544,30176,9438,11,9,20,6
7545,30177,9441,0,14,10,9
7545,30178,9441,8,7,2,3
7545,30179,9441,8,8,3,4
7545,30180,9441,10,11,0,20
7546,30181,9442,8,19,3,3
7546,30182,9442,14,16,7,15
7546,30183,9442,4,17,8,14
7546,30184,9442,17,20,19,4
7547,30185,9443,14,6,6,11
7547,30186,9443,0,0,18,14
7547,30187,9443,10,18,15,13
7547,30188,9443,7,9,7,2
7548,30189,9444,17,13,16,7
7548,30190,9444,12,11,16,20
7548,30191,9444,14,5,3,7
7548,30192,9444,1,12,5,19
7549,30193,9445,10,8,17,17
7549,30194,9445,10,8,1,15
7549,30195,9445,9,8,8,2
7549,30196,9445,16,16,8,13
7550,30197,9446,1,0,1,3
7550,30198,9446,3,9,13,19
7550,30199,9446,17,13,5,16
7550,30200,9446,15,14,20,12
7551,30201,9447,2,12,12,2
7551,30202,9447,12,8,0,16
7551,30203,9447,17,15,19,6
7551,30204,9447,7,4,17,18
7552,30205,9448,16,14,4,11
7552,30206,9448,1,4,11,0
7552,30207,9448,11,16,20,17
7552,30208,9448,16,6,9,12
7553,30209,9451,11,4,1,9
7553,30210,9451,3,10,6,0
7553,30211,9451,2,19,17,8
7553,30212,9451,16,8,3,19
7554,30213,9452,10,7,8,2
7554,30214,9452,12,6,14,18
7554,30215,9452,11,10,11,9
7554,30216,9452,6,12,14,12
7555,30217,9453,17,17,2,4
7555,30218,9453,1,9,17,4
7555,30219,9453,12,17,9,2
7555,30220,9453,11,2,8,15
7556,30221,9454,8,18,13,15
7556,30222,9454,4,16,10,15
7556,30223,9454,15,11,11,9
7556,30224,9454,16,12,14,2
7557,30225,9455,15,18,14,10
7557,30226,9455,6,18,10,14
7557,30227,9455,10,4,18,6
7557,30228,9455,9,18,8,16
7558,30229,9456,6,2,1,20
7558,30230,9456,8,1,15,5
7558,30231,9456,12,14,3,6
7558,30232,9456,14,1,0,15
7559,30233,9457,17,14,12,12
7559,30234,9457,3,19,3,8
7559,30235,9457,11,19,8,4
7559,30236,9457,2,16,12,12
7560,30237,9458,17,11,0,20
7560,30238,9458,5,14,19,15
7560,30239,9458,3,17,11,7
7560,30240,9458,13,15,12,3
7561,30241,9461,18,10,17,18
7561,30242,9461,14,9,14,13
7561,30243,9461,15,7,13,14
7561,30244,9461,0,3,12,4
7562,30245,9462,6,20,3,5
7562,30246,9462,15,13,0,7
7562,30247,9462,1,20,17,20
7562,30248,9462,12,3,0,16
7563,30249,9463,4,10,7,9
7563,30250,9463,6,19,2,20
7563,30251,9463,13,14,20,8
7563,30252,9463,19,4,0,20
7564,30253,9464,9,2,11,5
7564,30254,9464,3,16,16,8
7564,30255,9464,7,3,2,18
7564,30256,9464,18,17,16,17
7565,30257,9465,18,0,5,2
7565,30258,9465,3,0,5,7
7565,30259,9465,13,3,4,20
7565,30260,9465,16,3,8,14
7566,30261,9466,14,20,0,5
7566,30262,9466,18,13,2,8
7566,30263,9466,2,7,2,15
7566,30264,9466,12,17,6,12
7567,30265,9467,16,15,7,18
7567,30266,9467,3,19,9,5
7567,30267,9467,6,11,19,10
7567,30268,9467,1,2,16,7
7568,30269,9468,10,12,4,4
7568,30270,9468,17,19,9,17
7568,30271,9468,13,11,10,3
7568,30272,9468,18,18,3,1
7569,30273,9471,2,7,3,16
7569,30274,9471,4,3,17,9
7569,30275,9471,19,1,0,11
7569,30276,9471,5,16,18,6
7570,30277,9472,1,1,14,19
7570,30278,9472,13,11,4,12
7570,30279,9472,13,16,0,5
7570,30280,9472,1,13,7,10
7571,30281,9473,14,0,14,7
7571,30282,9473,4,1,19,12
7571,30283,9473,12,4,5,16
7571,30284,9473,5,6,12,12
7572,30285,9474,8,4,12,6
7572,30286,9474,0,6,3,12
7572,30287,9474,17,3,19,9
7572,30288,9474,19,18,13,9
7573,30289,9475,6,16,0,9
7573,30290,9475,20,10,4,4
7573,30291,9475,9,19,15,16
7573,30292,9475,3,2,12,2
7574,30293,9476,14,12,9,4
7574,30294,9476,17,1,7,2
7574,30295,9476,2,6,9,16
7574,30296,9476,6,10,7,16
7575,30297,9477,19,8,20,8
7575,30298,9477,3,2,16,5
7575,30299,9477,2,1,19,5
7575,30300,9477,7,20,9,17
7576,30301,9478,14,10,7,1
7576,30302,9478,9,8,7,10
7576,30303,9478,12,0,11,12
7576,30304,9478,9,5,4,2
7577,30305,9481,1,6,20,8
7577,30306,9481,12,3,6,16
7577,30307,9481,20,16,18,19
7577,30308,9481,12,6,10,3
7578,30309,9482,1,12,8,8
7578,30310,9482,10,7,5,7
7578,30311,9482,13,13,15,6
7578,30312,9482,10,4,2,17
7579,30313,9483,20,12,3,17
7579,30314,9483,9,18,20,18
7579,30315,9483,0,3,13,11
7579,30316,9483,10,20,10,12
7580,30317,9484,1,8,13,13
7580,30318,9484,12,7,20,3
7580,30319,9484,9,7,18,16
7580,30320,9484,12,6,15,20
7581,30321,9485,3,2,3,0
7581,30322,9485,18,7,20,3
7581,30323,9485,6,6,8,3
7581,30324,9485,12,7,0,14
7582,30325,9486,15,20,10,13
7582,30326,9486,13,16,0,1
7582,30327,9486,3,15,9,15
7582,30328,9486,7,1,10,18
7583,30329,9487,18,6,1,15
7583,30330,9487,7,3,1,11
7583,30331,9487,12,11,0,14
7583,30332,9487,8,13,8,1
7584,30333,9488,2,3,4,7
7584,30334,9488,12,14,0,14
7584,30335,9488,7,2,5,12
7584,30336,9488,17,17,3,20
7585,30337,9491,19,5,16,1
7585,30338,9491,0,13,9,4
7585,30339,9491,4,2,5,1
7585,30340,9491,14,6,6,13
7586,30341,9492,1,2,3,0
7586,30342,9492,10,17,9,1
7586,30343,9492,14,0,7,15
7586,30344,9492,19,19,15,18
7587,30345,9493,19,19,20,12
7587,30346,9493,15,2,1,17
7587,30347,9493,18,6,9,20
7587,30348,9493,10,6,18,9
7588,30349,9494,5,0,19,19
7588,30350,9494,17,12,15,7
7588,30351,9494,18,2,16,10
7588,30352,9494,3,6,8,11
7589,30353,9495,14,0,18,7
7589,30354,9495,11,13,16,10
7589,30355,9495,8,9,15,5
7589,30356,9495,17,20,15,4
7590,30357,9496,8,20,14,15
7590,30358,9496,13,17,9,16
7590,30359,9496,4,9,11,19
7590,30360,9496,20,5,5,2
7591,30361,9497,20,14,15,6
7591,30362,9497,6,2,4,16
7591,30363,9497,0,17,5,10
7591,30364,9497,15,13,14,18
7592,30365,9498,0,18,15,19
7592,30366,9498,3,10,11,6
7592,30367,9498,19,10,7,15
7592,30368,9498,15,20,16,15
7593,30369,9501,10,5,15,8
7593,30370,9501,9,2,8,11
7593,30371,9501,4,8,4,20
7593,30372,9501,5,15,18,1
7594,30373,9502,9,19,3,0
7594,30374,9502,11,20,19,6
7594,30375,9502,1,8,11,19
7594,30376,9502,13,10,5,20
7595,30377,9503,13,17,6,19
7595,30378,9503,1,16,4,5
7595,30379,9503,5,3,8,17
7595,30380,9503,12,11,17,10
7596,30381,9504,16,13,4,3
7596,30382,9504,19,1,7,16
7596,30383,9504,0,7,18,13
7596,30384,9504,1,7,2,18
7597,30385,9505,5,20,7,18
7597,30386,9505,15,13,5,15
7597,30387,9505,10,3,17,2
7597,30388,9505,5,12,11,14
7598,30389,9506,15,4,11,18
7598,30390,9506,9,10,9,2
7598,30391,9506,11,10,8,13
7598,30392,9506,2,14,20,6
7599,30393,9507,4,11,17,6
7599,30394,9507,16,1,18,2
7599,30395,9507,1,20,5,0
7599,30396,9507,3,2,16,5
7600,30397,9508,15,19,20,18
7600,30398,9508,14,6,6,18
7600,30399,9508,10,0,12,10
7600,30400,9508,11,0,17,1
7601,30401,9511,2,17,20,5
7601,30402,9511,2,16,10,2
7601,30403,9511,19,8,0,0
7601,30404,9511,7,20,9,3
7602,30405,9512,3,6,18,13
7602,30406,9512,11,0,12,8
7602,30407,9512,8,3,19,2
7602,30408,9512,1,7,10,4
7603,30409,9513,12,13,6,11
7603,30410,9513,6,11,5,3
7603,30411,9513,7,15,9,20
7603,30412,9513,16,10,15,4
7604,30413,9514,14,12,13,10
7604,30414,9514,9,17,18,6
7604,30415,9514,11,1,4,2
7604,30416,9514,10,14,6,2
7605,30417,9515,0,7,13,8
7605,30418,9515,7,16,0,15
7605,30419,9515,9,2,9,3
7605,30420,9515,18,6,9,5
7606,30421,9516,4,1,17,7
7606,30422,9516,14,17,20,9
7606,30423,9516,5,6,12,20
7606,30424,9516,2,17,16,17
7607,30425,9517,16,2,12,3
7607,30426,9517,4,12,4,4
7607,30427,9517,13,17,0,3
7607,30428,9517,9,12,13,13
7608,30429,9518,10,19,10,14
7608,30430,9518,1,14,3,15
7608,30431,9518,9,3,17,17
7608,30432,9518,18,7,14,3
7609,30433,9521,20,19,0,20
7609,30434,9521,2,16,5,10
7609,30435,9521,0,12,8,16
7609,30436,9521,14,7,2,7
