studentExamsID,firstQuarterAverage,secondQuarterAverage,thirdQuarterAverage,fourthQuarterAverage,overAllAverage,passCondition
6391,65.91667,77.5,73.75,68.5,71.4166675,FAIL
6392,56.75,62.5,85.75,64.5,67.375,FAIL
6393,81.5,63.83333,65.25,79.25,72.4583325,FAIL
6394,50.58333,66.83333,77.33333,61.16667,63.979165,FAIL
6395,65.08333,88.66667,64.91667,54.66667,68.333335,FAIL
6396,76.66667,88.33333,65.25,71.25,75.375,PASS
6397,85.33333,76,55.25,88.75,76.3333325,PASS
6398,88.83333,62.33333,67,72.83333,72.7499975,FAIL
6399,62.33333,75.75,67.75,68.08333,68.479165,FAIL
6400,78.66667,64.75,85.66667,58.41667,71.8750025,FAIL
6401,69.83333,59.66667,88,87.08333,76.1458325,PASS
6402,62.75,44.75,72.33333,50.58333,57.604165,FAIL
6403,65.66667,78.25,66.83333,78.25,72.25,FAIL
6404,74.75,59,58.16667,55.08333,61.75,FAIL
6405,62.66667,57.75,66.16667,86.5,68.270835,FAIL
6406,73.41667,68.58333,60,77.25,69.8125,FAIL
6407,75.83333,61.08333,85.58333,46.75,67.3124975,FAIL
6408,83.41667,69.75,65.83333,76.16667,73.7916675,FAIL
6409,73,80.16667,88.16667,69.41667,77.6875025,PASS
6410,81.25,58.08333,71.91667,52.08333,65.8333325,FAIL
6411,66.16667,65,68.66667,81.66667,70.3750025,FAIL
6412,78.08333,70.08333,60.41667,68,69.1458325,FAIL
6413,64.33333,82.66667,74.08333,76,74.2708325,FAIL
6414,77.25,58.58333,76.16667,57.5,67.375,FAIL
6415,61.66667,73,58.83333,69.66667,65.7916675,FAIL
6416,82.08333,80.16667,76.08333,88.41667,81.6875,PASS
6417,57.25,82.91667,87,69.58333,74.1875,FAIL
6418,56.25,75.33333,79.25,93.5,76.0833325,PASS
6419,56.75,56.16667,54.75,82.66667,62.583335,FAIL
6420,85.58333,52.25,70,85.83333,73.416665,FAIL
6421,62.33333,88.08333,62.66667,65.58333,69.666665,FAIL
6422,73.16667,62.58333,64,77.75,69.375,FAIL
6423,50.41667,78.58333,67.41667,82.33333,69.6875,FAIL
6424,83.75,63.33333,53.16667,69.66667,67.4791675,FAIL
6425,51.83333,80.5,52.66667,70.58333,63.8958325,FAIL
6426,75,53.75,54.08333,62.58333,61.354165,FAIL
6427,55.83333,53.08333,91.91667,50.58333,62.854165,FAIL
6428,49.83333,84.58333,80.75,85.91667,75.2708325,PASS
6429,55.41667,61.83333,69.33333,70.75,64.3333325,FAIL
6430,67.75,59,91.41667,56.5,68.6666675,FAIL
6431,54.83333,58.5,69.5,67.25,62.5208325,FAIL
6432,70,71.91667,62.66667,49.25,63.458335,FAIL
6433,84,65.91667,58.5,65.08333,68.375,FAIL
6434,86,44.58333,51.91667,72.58333,63.7708325,FAIL
6435,78.66667,67.66667,60.5,71.66667,69.6250025,FAIL
6436,60.91667,89.5,59.58333,89.16667,74.7916675,FAIL
6437,76,70.75,76.41667,67.41667,72.645835,FAIL
6438,83,82.33333,47.66667,65.08333,69.5208325,FAIL
6439,88,86.83333,66.5,59.25,75.1458325,PASS
6440,57.75,71.66667,54.41667,86.91667,67.6875025,FAIL
6441,80.58333,58.5,49.08333,69.91667,64.5208325,FAIL
6442,55.25,82.41667,55.16667,62.83333,63.9166675,FAIL
6443,58.08333,60.41667,64.25,82.41667,66.2916675,FAIL
6444,58.91667,54.25,64.5,73.91667,62.895835,FAIL
6445,67.91667,82.75,78.5,84.41667,78.395835,PASS
6446,85,72.16667,61.58333,81.33333,75.0208325,PASS
6447,85.66667,86.41667,78,77.5,81.895835,PASS
6448,64.75,62.08333,51.25,92,67.5208325,FAIL
6449,61.33333,78.41667,61.33333,81.58333,70.666665,FAIL
6450,59.33333,69.16667,64.75,86.66667,69.9791675,FAIL
6451,65.33333,77.83333,59.58333,67.41667,67.541665,FAIL
6452,56.25,60.91667,67.33333,87.91667,68.1041675,FAIL
6453,67.91667,67.75,62.16667,57.41667,63.8125025,FAIL
6454,64.25,74.33333,49.83333,75.83333,66.0624975,FAIL
6455,67.58333,68.91667,88.58333,86.66667,77.9375,PASS
6456,86.25,52.33333,69.75,72.5,70.2083325,FAIL
6457,71.33333,60,80.66667,78,72.5,FAIL
6458,75.25,69.08333,91,74.66667,77.5,PASS
6459,72.58333,46.08333,56.16667,82.66667,64.375,FAIL
6460,58,81.25,49.41667,82.16667,67.708335,FAIL
6461,66.75,72.5,66.25,68.75,68.5625,FAIL
6462,56.41667,44.58333,60.75,65.16667,56.7291675,FAIL
6463,51.58333,59.91667,94.16667,59.33333,66.25,FAIL
6464,51.66667,64.83333,76.33333,83.16667,69,FAIL
6465,89.66667,59,57.58333,60.58333,66.7083325,FAIL
6466,51.25,74.41667,68.08333,47.91667,60.4166675,FAIL
6467,56.75,80.16667,80.75,78.75,74.1041675,FAIL
6468,65.58333,67.08333,85.33333,74.16667,73.041665,FAIL
6469,63.58333,49.75,65.58333,70.08333,62.2499975,FAIL
6470,84.25,48.5,85.75,65.08333,70.8958325,FAIL
6471,55.58333,67.5,55.66667,85.66667,66.1041675,FAIL
6472,63.75,63.5,52.25,78.25,64.4375,FAIL
6473,52.5,84,62.83333,64.58333,65.979165,FAIL
6474,48.58333,55.33333,67.08333,66.16667,59.291665,FAIL
6475,76.5,72.41667,67.75,57.75,68.6041675,FAIL
6476,61.91667,72,78.25,72.58333,71.1875,FAIL
6477,49.75,71.83333,61.33333,54.91667,59.4583325,FAIL
6478,69.91667,58.5,71.25,49.25,62.2291675,FAIL
6479,83.83333,58.08333,90.66667,80.25,78.2083325,PASS
6480,58.91667,81.08333,70.66667,83.58333,73.5625,FAIL
6481,49.75,62.33333,56,63.91667,58,FAIL
6482,77.16667,87.16667,88.08333,70.66667,80.770835,PASS
6483,48.75,54.41667,77.58333,50.08333,57.7083325,FAIL
6484,75.83333,52.41667,64.58333,70.58333,65.854165,FAIL
6485,61.16667,89,51.66667,80.66667,70.6250025,FAIL
6486,64.91667,63.58333,60.16667,83.91667,68.145835,FAIL
6487,82.58333,77.75,76.08333,63.25,74.916665,FAIL
6488,79.16667,78.75,83.33333,63.83333,76.2708325,PASS
6489,69.33333,64.33333,73.83333,54.16667,65.416665,FAIL
6490,55.25,82.16667,51.58333,54.08333,60.7708325,FAIL
6491,68.08333,55.75,68.58333,54.5,61.729165,FAIL
6492,61.41667,55.41667,82,74.66667,68.3750025,FAIL
6493,55.41667,63.83333,53,87.08333,64.8333325,FAIL
6494,58.33333,73.08333,57.16667,59.08333,61.916665,FAIL
6495,65.41667,77.08333,84.08333,55.5,70.5208325,FAIL
6496,57,83.83333,71.91667,85.58333,74.5833325,FAIL
6497,55.75,51.75,72.16667,55.66667,58.833335,FAIL
6498,63.83333,72.66667,59.91667,71.75,67.0416675,FAIL
6499,80.66667,65.08333,52.66667,60.33333,64.6875,FAIL
6500,48,83.83333,54.75,61.08333,61.916665,FAIL
6501,59.33333,70.58333,68.5,58.16667,64.1458325,FAIL
6502,64.75,57.33333,63.91667,54.83333,60.2083325,FAIL
6503,70.08333,50.83333,86.16667,45.08333,63.041665,FAIL
6504,57.58333,76,85.16667,74.25,73.25,FAIL
6505,80.33333,50,66.58333,78.16667,68.7708325,FAIL
6506,54.25,76.33333,82.83333,71.5,71.229165,FAIL
6507,84.16667,88.16667,55,84,77.833335,PASS
6508,57.5,77.5,55.08333,83.83333,68.479165,FAIL
6509,53.91667,74.08333,61.41667,83.16667,68.145835,FAIL
6510,59.16667,77.91667,60.75,57.66667,63.8750025,FAIL
6511,56.5,71.41667,83.75,63.91667,68.895835,FAIL
6512,68.91667,76.41667,72.25,75.08333,73.1666675,FAIL
6513,92.25,60.16667,74.41667,74.16667,75.2500025,PASS
6514,53.08333,52,73.91667,65.91667,61.2291675,FAIL
6515,82.25,86.08333,92.5,86.41667,86.8125,PASS
6516,64.66667,80,60.5,51.75,64.2291675,FAIL
6517,71,75.91667,81.91667,63.08333,72.9791675,FAIL
6518,92.66667,83.33333,80.75,89.75,86.625,PASS
6519,62.66667,72.16667,65.75,57.66667,64.5625025,FAIL
6520,77.75,62.58333,71.41667,70.91667,70.6666675,FAIL
6521,90.66667,81.16667,96.25,76.5,86.145835,PASS
6522,73.75,81.5,60.83333,84,75.0208325,PASS
6523,54.75,50.75,62.5,54.08333,55.5208325,FAIL
6524,83.16667,75.08333,71.5,81.33333,77.7708325,PASS
6525,61.75,90.08333,61.66667,72.58333,71.5208325,FAIL
6526,76.25,63.5,57.33333,77.41667,68.625,FAIL
6527,59.33333,74.08333,57.33333,65.91667,64.166665,FAIL
6528,77.41667,85,80.16667,82.33333,81.2291675,PASS
6529,82.91667,67.5,66,82.25,74.6666675,FAIL
6530,73,83.83333,71.58333,62.83333,72.8124975,FAIL
6531,78.25,52.16667,83.08333,59.66667,68.2916675,FAIL
6532,67.58333,72.83333,78.83333,66.83333,71.52083,FAIL
6533,57.33333,74,88.58333,53.33333,68.3124975,FAIL
6534,69.91667,57.5,84.5,64.16667,69.020835,FAIL
6535,62.41667,83.58333,64.66667,68.5,69.7916675,FAIL
6536,81.66667,89.25,65,75.25,77.7916675,PASS
6537,81,77.83333,70.83333,62.91667,73.1458325,FAIL
6538,78.25,82.91667,71.08333,79.41667,77.9166675,PASS
6539,53.75,58.66667,55,74.33333,60.4375,FAIL
6540,51.25,86.16667,82.08333,79.91667,74.8541675,FAIL
6541,73.41667,60.91667,55.91667,67.08333,64.333335,FAIL
6542,61.33333,86,60.33333,61.75,67.354165,FAIL
6543,70.33333,84.08333,84.83333,68.41667,76.916665,PASS
6544,74.08333,80.75,83.41667,90.5,82.1875,PASS
6545,81.16667,84.08333,75.16667,78.16667,79.645835,PASS
6546,58.41667,69.83333,89.66667,47.75,66.4166675,FAIL
6547,61.83333,50.66667,64.5,93.25,67.5625,FAIL
6548,79.41667,59,60.16667,78.5,69.270835,FAIL
6549,62.41667,80,63.41667,65.91667,67.9375025,FAIL
6550,75.91667,82.5,85,70.5,78.4791675,PASS
6551,61.41667,76.58333,72.08333,78.25,72.0833325,FAIL
6552,81.75,82.5,70.91667,53,72.0416675,FAIL
6553,83.91667,78,78.75,54.41667,73.770835,FAIL
6554,74,75.41667,54,56,64.8541675,FAIL
6555,74.5,67.58333,70.33333,87.58333,74.9999975,FAIL
6556,83.08333,65.58333,67.66667,58.58333,68.729165,FAIL
6557,64.75,80.08333,55.91667,83.16667,70.9791675,FAIL
6558,59.58333,85.16667,63.08333,62.75,67.6458325,FAIL
6559,94.75,69.33333,73.75,89.25,81.7708325,PASS
6560,51,56.58333,54.58333,72.91667,58.7708325,FAIL
6561,69.75,67,67.41667,54.33333,64.625,FAIL
6562,83.91667,64.83333,57.58333,83.58333,72.479165,FAIL
6563,64.66667,74.91667,87.91667,76.75,76.0625025,PASS
6564,66.33333,70.58333,51,74.75,65.666665,FAIL
6565,51,52,90.5,53.58333,61.7708325,FAIL
6566,52.41667,79.25,78.25,54.83333,66.1875,FAIL
6567,68.16667,76.58333,74.5,89.91667,77.2916675,PASS
6568,83.91667,77,49.5,78.33333,72.1875,FAIL
6569,69.91667,53.75,78.25,81,70.7291675,FAIL
6570,85.75,76.58333,76.75,79.83333,79.729165,PASS
6571,73.91667,63.25,90.75,48.66667,69.145835,FAIL
6572,85.75,65.25,80.66667,52.41667,71.020835,FAIL
6573,79.66667,49.5,70.08333,83.16667,70.6041675,FAIL
6574,66.83333,83.91667,52.25,60.25,65.8125,FAIL
6575,75.25,62.91667,73.25,86.33333,74.4375,FAIL
6576,75.91667,64.33333,59.83333,88.25,72.0833325,FAIL
6577,62.91667,66.91667,64.41667,57.16667,62.85417,FAIL
6578,86.66667,84.25,52.58333,83.16667,76.6666675,PASS
6579,82,66.25,60,55.5,65.9375,FAIL
6580,63.16667,59.41667,78.83333,91.16667,73.145835,FAIL
6581,78.16667,83.08333,86.5,72.83333,80.1458325,PASS
6582,76.33333,82.16667,65.25,57.83333,70.3958325,FAIL
6583,50.58333,88.08333,67.5,53.25,64.854165,FAIL
6584,60.41667,51.75,68.66667,88.66667,67.3750025,FAIL
6585,50.25,61,55.25,84,62.625,FAIL
6586,60.16667,88.91667,65.16667,70.58333,71.208335,FAIL
6587,78.58333,91.16667,57.41667,73.75,75.2291675,PASS
6588,60.08333,89.16667,90.66667,55.25,73.7916675,FAIL
6589,84.83333,80.16667,73.75,58.16667,74.2291675,FAIL
6590,91.08333,89.91667,51.58333,66,74.6458325,FAIL
6591,64.33333,55.58333,84.16667,62.91667,66.75,FAIL
6592,60.5,85.08333,68.66667,71.75,71.5,FAIL
6593,73.41667,55.25,74.25,84.91667,71.958335,FAIL
6594,70.25,73.16667,49.75,52.75,61.4791675,FAIL
6595,58.58333,66.75,56.25,63.75,61.3333325,FAIL
6596,82.83333,72.16667,77.58333,56,72.1458325,FAIL
6597,79.5,62.25,77.91667,55.25,68.7291675,FAIL
6598,56.66667,73.25,61.08333,82.41667,68.3541675,FAIL
6599,86.66667,54.91667,70.83333,81.16667,73.395835,FAIL
6600,79,47.5,83.33333,62.91667,68.1875,FAIL
6601,86.91667,61.08333,83.83333,81.83333,78.416665,PASS
6602,61,60.75,79.83333,67.75,67.3333325,FAIL
6603,70.83333,85.58333,84,74.41667,78.7083325,PASS
6604,62.5,84.91667,62.41667,87.83333,74.4166675,FAIL
6605,60.91667,60.25,64.75,54.08333,60,FAIL
6606,57.66667,56.16667,82,63.83333,64.9166675,FAIL
6607,57.41667,51.91667,53.5,79.66667,60.6250025,FAIL
6608,60.91667,57.33333,89.16667,73.75,70.2916675,FAIL
6609,67.83333,74.08333,56.5,60.66667,64.7708325,FAIL
6610,53.08333,56,67.75,57.41667,58.5625,FAIL
6611,58.66667,65.25,58.5,53.58333,59,FAIL
6612,83.16667,66,86,82.75,79.4791675,PASS
6613,86.66667,77.08333,49.83333,81.25,73.7083325,FAIL
6614,85.91667,63.66667,66.91667,73.5,72.5000025,FAIL
6615,84.66667,50.75,76.66667,87.58333,74.9166675,FAIL
6616,84.25,77.08333,67.66667,69.75,74.6875,FAIL
6617,51.25,83.5,56.91667,83.83333,68.875,FAIL
6618,53.25,58.41667,72.16667,67.41667,62.8125025,FAIL
6619,71.75,84.16667,85.83333,57.66667,74.8541675,FAIL
6620,78.33333,87.41667,64.5,82.08333,78.0833325,PASS
6621,57.75,63.33333,68.25,86.33333,68.916665,FAIL
6622,84.08333,71.41667,91.41667,54.75,75.4166675,PASS
6623,77.41667,74.58333,47.91667,80.08333,70,FAIL
6624,57.91667,59.08333,75.83333,79.5,68.0833325,FAIL
6625,82.41667,60.5,50.5,73,66.6041675,FAIL
6626,74.33333,85.58333,73.58333,88.25,80.4374975,PASS
6627,51.33333,56,54.66667,53.25,53.8125,FAIL
6628,75.41667,82.33333,66.41667,58.5,70.6666675,FAIL
6629,75.5,72.33333,79.75,86.16667,78.4375,PASS
6630,63.33333,81.91667,65.08333,75.16667,71.375,FAIL
6631,54.5,60.91667,82,82.25,69.9166675,FAIL
6632,54.25,53.33333,63.33333,60,57.729165,FAIL
6633,66.66667,84.33333,43.08333,67.33333,65.354165,FAIL
6634,63.41667,74,61,63.83333,65.5625,FAIL
6635,70.58333,61.5,55.41667,46.66667,58.5416675,FAIL
6636,59.75,66.08333,51.66667,59.16667,59.1666675,FAIL
6637,72.58333,65,63.41667,68.58333,67.3958325,FAIL
6638,72.41667,72.75,58.16667,84.75,72.020835,FAIL
6639,86.75,79.75,72.75,71.91667,77.7916675,PASS
6640,77.91667,61.08333,61.33333,70.08333,67.604165,FAIL
6641,82.41667,71.5,89.33333,69.66667,78.2291675,PASS
6642,54.66667,54.91667,84.75,90.5,71.208335,FAIL
6643,62.75,78.25,84.66667,51.5,69.2916675,FAIL
6644,56.33333,75,74.66667,70.83333,69.2083325,FAIL
6645,72.58333,47.58333,86.5,75,70.416665,FAIL
6646,53.58333,52.91667,57.75,60.33333,56.1458325,FAIL
6647,74.5,85.08333,61.75,47.16667,67.125,FAIL
6648,49.08333,92.83333,45.83333,67.41667,63.791665,FAIL
6649,60.83333,78.75,45.58333,91.91667,69.2708325,FAIL
6650,57.33333,72.33333,65.33333,81.75,69.1874975,FAIL
6651,80.75,72.16667,83.91667,54.75,72.895835,FAIL
6652,67.08333,70.33333,64.5,86.25,72.041665,FAIL
6653,80.91667,68.33333,75.58333,67.33333,73.041665,FAIL
6654,73.66667,81.91667,91.41667,60,76.7500025,PASS
6655,55.75,70.16667,86.41667,49.66667,65.5000025,FAIL
6656,76.66667,78.5,47.25,84.83333,71.8125,FAIL
6657,88.25,48.08333,64.25,66.91667,66.875,FAIL
6658,94.5,61.91667,85.08333,68.91667,77.6041675,PASS
6659,71.75,47.58333,71.83333,57.08333,62.0624975,FAIL
6660,57.58333,65.66667,72,60.83333,64.0208325,FAIL
6661,56.58333,50.25,64.75,68.83333,60.104165,FAIL
6662,88.58333,77.83333,57.41667,77.41667,75.3125,PASS
6663,80.16667,61.83333,54.08333,64.91667,65.25,FAIL
6664,88.91667,90.75,85.25,85,87.4791675,PASS
6665,51.25,61.25,83.83333,74.58333,67.729165,FAIL
6666,81.83333,57.33333,47.16667,78,66.0833325,FAIL
6667,84.25,68.33333,70.16667,82.83333,76.3958325,PASS
6668,92.83333,70.75,85.08333,69.75,79.604165,PASS
6669,69.66667,91,77.66667,79.5,79.458335,PASS
6670,85.16667,65.33333,90.25,91.41667,83.0416675,PASS
6671,54.58333,66,82.5,50.41667,63.375,FAIL
6672,62.25,56.41667,83.83333,89.66667,73.0416675,FAIL
6673,56.83333,68.5,85.75,66.83333,69.479165,FAIL
6674,90.25,86.16667,51.83333,52.08333,70.0833325,FAIL
6675,76.25,51.25,59.66667,68,63.7916675,FAIL
6676,69.08333,70.41667,71.16667,81.75,73.1041675,FAIL
6677,51.08333,62.16667,84.75,75.5,68.375,FAIL
6678,68.5,83,58.25,50.66667,65.1041675,FAIL
6679,86.33333,57,45.83333,67.75,64.229165,FAIL
6680,82.75,87.66667,60.83333,50.83333,70.5208325,FAIL
6681,67.66667,90.91667,73.16667,55.33333,71.770835,FAIL
6682,69.41667,91.75,52.41667,62.75,69.083335,FAIL
6683,72.75,80.58333,67.33333,78.5,74.791665,FAIL
6684,80.75,55.08333,87.75,78.75,75.5833325,PASS
6685,83.58333,76.58333,71.5,61.58333,73.3124975,FAIL
6686,82.5,47.25,48.5,73.25,62.875,FAIL
6687,82.75,92.66667,77.83333,90.91667,86.0416675,PASS
6688,73,72.83333,46.75,54.25,61.7083325,FAIL
6689,72.83333,88.91667,73.25,66.25,75.3125,PASS
6690,53.66667,76.66667,64.66667,58.25,63.3125025,FAIL
6691,94.25,73.08333,63.58333,89.66667,80.1458325,PASS
6692,57.75,64.33333,71.91667,84.66667,69.6666675,FAIL
6693,79.75,78.91667,62.83333,82,75.875,PASS
6694,91.5,71.66667,80.91667,50.75,73.708335,FAIL
6695,59,59,66.16667,83.75,66.9791675,FAIL
6696,57.41667,80.25,86.75,77.66667,75.520835,PASS
6697,86.58333,80,47.5,81.58333,73.916665,FAIL
6698,62,48.41667,86.83333,68,66.3125,FAIL
6699,75.66667,84.58333,82.41667,75.5,79.5416675,PASS
6700,81.08333,83.66667,50.33333,50,66.2708325,FAIL
6701,77.08333,65,65.83333,55.66667,65.8958325,FAIL
6702,59.41667,82.25,78.91667,89.66667,77.5625025,PASS
6703,82.91667,64.83333,53.58333,80.83333,70.541665,FAIL
6704,48.66667,53.83333,82.08333,56.75,60.3333325,FAIL
6705,58.83333,49.41667,84.25,47.75,60.0625,FAIL
6706,53.08333,77.41667,81.25,59.5,67.8125,FAIL
6707,86.75,64.25,58.25,61.66667,67.7291675,FAIL
6708,74.5,72.5,52.5,60,64.875,FAIL
6709,48.41667,66.75,71.83333,55.83333,60.7083325,FAIL
6710,79.91667,46.75,90.41667,62.41667,69.8750025,FAIL
6711,72,65.16667,58.08333,94.5,72.4375,FAIL
6712,86.83333,60.66667,51.08333,50.75,62.3333325,FAIL
6713,77.66667,75.16667,59.16667,74.58333,71.645835,FAIL
6714,74.75,53.41667,65.83333,80.75,68.6875,FAIL
6715,69.08333,75.08333,63.75,48.75,64.166665,FAIL
6716,74.66667,63.16667,48.83333,58.83333,61.375,FAIL
6717,57.41667,51.5,58.16667,83.75,62.708335,FAIL
6718,78.41667,70,63.58333,84.08333,74.0208325,FAIL
6719,53.33333,72.41667,59.66667,78.66667,66.020835,FAIL
6720,88.08333,69.16667,84.08333,63.75,76.2708325,PASS
6721,61.66667,70.66667,82.83333,84.58333,74.9375,FAIL
6722,66.25,63.83333,58.16667,81.16667,67.3541675,FAIL
6723,53.33333,78.91667,92.5,54.08333,69.7083325,FAIL
6724,65.08333,85.08333,63.5,82.16667,73.9583325,FAIL
6725,56.5,65.83333,71.75,88.16667,70.5625,FAIL
6726,65.75,65.91667,82.75,84,74.6041675,FAIL
6727,55.08333,60.75,73.75,65.5,63.7708325,FAIL
6728,91.33333,51.25,91,73.58333,76.791665,PASS
6729,66.41667,65.5,86.41667,79.41667,74.4375025,FAIL
6730,55.91667,72.33333,53.83333,68.66667,62.6875,FAIL
6731,65.25,53.08333,59,70.83333,62.041665,FAIL
6732,72.16667,63.16667,88.41667,61.66667,71.35417,FAIL
6733,90.75,55.08333,67.83333,56.41667,67.5208325,FAIL
6734,84.83333,63.16667,71.83333,71.75,72.8958325,FAIL
6735,80.16667,60.66667,66.75,70.91667,69.6250025,FAIL
6736,66.58333,84.66667,54.41667,74.33333,70,FAIL
6737,53.08333,84.66667,67.33333,61,66.5208325,FAIL
6738,90.08333,67.83333,86.08333,70.66667,78.666665,PASS
6739,64.75,79.33333,52.08333,55.66667,62.9583325,FAIL
6740,63.75,54.25,74.75,88.91667,70.4166675,FAIL
6741,74.91667,68.58333,71.16667,86.41667,75.270835,PASS
6742,55.58333,49.75,74.66667,52.66667,58.1666675,FAIL
6743,76.83333,67.5,86.66667,76.08333,76.7708325,PASS
6744,74.75,77.91667,70.08333,82.58333,76.3333325,PASS
6745,86.41667,83.83333,64.66667,90.91667,81.458335,PASS
6746,82.41667,49.33333,83.16667,91.25,76.5416675,PASS
6747,84.58333,66,91.83333,54.33333,74.1874975,FAIL
6748,80.08333,75.5,52.66667,75.91667,71.0416675,FAIL
6749,79.16667,52.33333,54.41667,89.08333,68.75,FAIL
6750,84.66667,71.91667,69,86.25,77.958335,PASS
6751,60.41667,56.58333,62.58333,58.66667,59.5625,FAIL
6752,86.25,86.66667,66.83333,76.33333,79.0208325,PASS
6753,75.25,90.08333,51.5,78.75,73.8958325,FAIL
6754,75.25,60.5,72.41667,59.91667,67.020835,FAIL
6755,79.58333,86.08333,56.08333,64.41667,71.541665,FAIL
6756,76.25,79.41667,77.33333,86.16667,79.7916675,PASS
6757,85.58333,65.5,85.83333,61.75,74.666665,FAIL
6758,62.91667,58.75,77.91667,68.91667,67.1250025,FAIL
6759,65.33333,76.91667,66.5,86.33333,73.7708325,FAIL
6760,88.08333,64.41667,52.91667,58.66667,66.020835,FAIL
6761,57.66667,82.83333,74.16667,68.83333,70.875,FAIL
6762,63.66667,54.75,83.58333,81.25,70.8125,FAIL
6763,75.58333,71.58333,84.83333,68.91667,75.229165,PASS
6764,50.25,79.75,87.91667,68.41667,71.583335,FAIL
6765,49.08333,69.33333,49.16667,73.16667,60.1875,FAIL
6766,81.08333,75,84,70.75,77.7083325,PASS
6767,56.83333,53,59.75,80.91667,62.625,FAIL
6768,54.75,49.83333,89,78.83333,68.104165,FAIL
6769,67,52.33333,61.41667,46.83333,56.8958325,FAIL
6770,65.25,64.5,92.66667,64,71.6041675,FAIL
6771,78.66667,57.16667,82.91667,52.25,67.7500025,FAIL
6772,59.58333,62.25,69.16667,50.91667,60.4791675,FAIL
6773,86.25,68.5,56.58333,76.33333,71.916665,FAIL
6774,67.33333,52.91667,84.08333,78.75,70.7708325,FAIL
6775,52.75,69.08333,53.83333,54.25,57.479165,FAIL
6776,84.25,93.41667,79.91667,86.91667,86.1250025,PASS
6777,81.25,58.25,52.33333,53.33333,61.291665,FAIL
6778,64.91667,80.66667,88.25,85.25,79.770835,PASS
6779,89.75,53.5,76.16667,83.75,75.7916675,PASS
6780,77.16667,53.33333,92.5,76.5,74.875,FAIL
6781,60,67.91667,64.58333,60.91667,63.3541675,FAIL
6782,59.08333,64.75,55.16667,84.08333,65.7708325,FAIL
6783,63.5,70.41667,67.66667,84.08333,71.4166675,FAIL
6784,71.58333,73.58333,85.66667,53.16667,71,FAIL
6785,57.5,59.5,90.91667,67.25,68.7916675,FAIL
6786,52.41667,68.75,63.25,84.83333,67.3125,FAIL
6787,56.75,67.08333,50,60.91667,58.6875,FAIL
6788,65,74.33333,69.91667,60.58333,67.4583325,FAIL
6789,59.75,53.41667,74.66667,76,65.958335,FAIL
6790,55.91667,59.66667,53.75,55.33333,56.1666675,FAIL
6791,87.41667,57.33333,67.75,59.5,68,FAIL
6792,70.08333,66.5,79.66667,83.91667,75.0416675,PASS
6793,50.25,55.58333,75.5,65.41667,61.6875,FAIL
6794,53.58333,73.75,71.5,83.16667,70.5,FAIL
6795,58.33333,89.25,79.41667,73.08333,75.0208325,PASS
6796,81.91667,67.66667,87.91667,90.75,82.0625025,PASS
6797,72.33333,49.83333,51.41667,54.75,57.0833325,FAIL
6798,85.75,53.58333,65.91667,64.83333,67.5208325,FAIL
6799,58.58333,63.66667,70.16667,89.75,70.5416675,FAIL
6800,80.33333,83.5,47.83333,66.33333,69.4999975,FAIL
6801,86.75,74.5,48,67.16667,69.1041675,FAIL
6802,76.58333,45.33333,60.5,80,65.604165,FAIL
6803,73.25,61,66.91667,64.58333,66.4375,FAIL
6804,68.75,55,75.91667,95.41667,73.770835,FAIL
6805,82.66667,67.16667,82.58333,54.91667,71.833335,FAIL
6806,57.16667,58.08333,64.83333,54.08333,58.541665,FAIL
6807,53.25,77.66667,77.41667,52,65.083335,FAIL
6808,69.33333,87.08333,80.5,75.25,78.041665,PASS
6809,71.75,67.41667,81.41667,65.58333,71.5416675,FAIL
6810,56.41667,56.25,89.41667,73.16667,68.8125025,FAIL
6811,69.41667,48,54.41667,75.58333,61.8541675,FAIL
6812,76.91667,79.16667,55.16667,55.33333,66.645835,FAIL
6813,68.41667,69.5,75.25,61,68.5416675,FAIL
6814,62.83333,65.33333,46.91667,80.16667,63.8125,FAIL
6815,55.5,60.08333,64,54.5,58.5208325,FAIL
6816,50.41667,63.66667,55.91667,50.5,55.1250025,FAIL
6817,73.33333,67,84.16667,79.16667,75.9166675,PASS
6818,57.58333,52.25,65.16667,63.58333,59.6458325,FAIL
6819,86.16667,91.25,48.08333,75.91667,75.3541675,PASS
6820,60.41667,54.33333,85.75,68.83333,67.3333325,FAIL
6821,50.58333,77.41667,83.91667,75.33333,71.8125,FAIL
6822,86.08333,55.25,70.75,78.58333,72.666665,FAIL
6823,55.83333,79,77.66667,59,67.875,FAIL
6824,83.41667,77.25,74.75,62.16667,74.395835,FAIL
6825,88.25,78.08333,48.08333,57.83333,68.0624975,FAIL
6826,69,48.5,83.75,52.5,63.4375,FAIL
6827,61.83333,65.41667,56.16667,62.66667,61.520835,FAIL
6828,57.16667,49.5,61.5,55.41667,55.895835,FAIL
6829,93.41667,77.58333,86.25,79.08333,84.0833325,PASS
6830,79.58333,58.58333,56.83333,48.25,60.8124975,FAIL
6831,58.83333,81.58333,76.83333,64.58333,70.45833,FAIL
6832,87.75,54.41667,53.41667,48.5,61.020835,FAIL
6833,84.75,63.66667,67,77.41667,73.208335,FAIL
6834,95.5,58.66667,91,63.08333,77.0625,PASS
6835,73,70.16667,52.33333,88.58333,71.0208325,FAIL
6836,71,67.83333,71.08333,57.66667,66.8958325,FAIL
6837,75.41667,59.58333,87.41667,60.41667,70.708335,FAIL
